Title	Authors	Pdf	Presentation	Volume_Name	Raw_webtext
HandyCAT ‐ An Open‐Source Platform for CAT Tool Research	Hokamp, Chris and Liu, Qun	http://www.mt-archive.info/15/EAMT-2015-Hokamp.pdf		Project/product descriptions                                                               	HandyCAT ‐   An Open‐Source Platform for CAT Tool Research 
TraMOOC: Translation for Massive Open Online Courses	Kordoni, Valia and Cholakov, Kostadin and Egg, Markus and Way, Andy and Birch, Lexi and Kermanidis, Katia and Sosoni, Vilelmini and Tsoumakos, Dimitrios and van den Bosch, Antal and Hendrickx, Iris and Papadopoulos, Michael and Georgakopoulou, Panayota and Gialama, Maria and van Zaanen, Menno and Buliga, Ioana and Jermol, Mitja and Orlic, Davor	http://www.mt-archive.info/15/EAMT-2015-TraMOOC.pdf		Project/product descriptions                                                               	TraMOOC: Translation for Massive Open Online Courses 
Streamlining Translation Workflows with Style Scorer	Landan, David and Beregovaya, Olga	http://www.mt-archive.info/15/EAMT-2015-Landan.pdf		Project/product descriptions                                                               	Streamlining Translation Workflows with Style Scorer 
Estonian‐English Reversible Smart Phone Dictionary of Military Terms and Relevant Vocabulary	Leete, Epp	http://www.mt-archive.info/15/EAMT-2015-Leete.pdf		Project/product descriptions                                                               	Estonian‐English Reversible Smart Phone Dictionary of  
Military Terms and Relevant Vocabulary	Leete, Epp	http://www.mt-archive.info/15/EAMT-2015-Leete.pdf		Project/product descriptions                                                               	Military Terms and Relevant Vocabulary 
FALCON: Federated Active Linguistic data CuratiON	Lewis, David	http://www.mt-archive.info/15/EAMT-2015-FALCON.pdf		Project/product descriptions                                                               	FALCON:   Federated Active Linguistic data CuratiON 
Tapadóir	Maguire, Eimear and Judge, John and Lynn, Teresa	http://www.mt-archive.info/15/EAMT-2015-Tapadoir.pdf		Project/product descriptions                                                               	Tapadóir 
Okapi+QuEst: Translation Quality Estimation within Okapi	Paetzold, Gustavo Henrique and Specia, Lucia and Savourel, Yves	http://www.mt-archive.info/15/EAMT-2015-Okapi.pdf		Project/product descriptions                                                               	Okapi+QuEst:   Translation Quality Estimation within Okapi 
CRACKER: Cracking the Language Barrier	Rehm, Georg	http://www.mt-archive.info/15/EAMT-2015-Cracker.pdf		Project/product descriptions                                                               	CRACKER:   Cracking the Language Barrier 
LTC KnowHow: Empowering the Social Enterprise in the Language Industry	Rinsche, Adriane and Rinsches, Sabine	http://www.mt-archive.info/15/EAMT-2015-Rinsche.pdf		Project/product descriptions                                                               	LTC KnowHow: Empowering the Social Enterprise in the Language   Industry 
Multi‐Dialect Machine Translation (MuDMat)	Sadat, Fatiha	http://www.mt-archive.info/15/EAMT-2015-Sadat.pdf		Project/product descriptions                                                               	Multi‐Dialect   Machine Translation (MuDMat) 
Abu‐MaTran: Automatic building of Machine Translation	Toral, Antonio and Pirinen, Tommi A and Way, Andy and Ramírez‐Sánchez, Gema	http://www.mt-archive.info/15/EAMT-2015-Abumatran.pdf		Project/product descriptions                                                               	Abu‐MaTran: Automatic building of Machine Translation 
MNH‐TT: A Platform to Support Collaborative Translator Training	Utiyama, Masao and Kageura, Kyo and Thomas, Martin and Hartley, Anthony	http://www.mt-archive.info/15/EAMT-2015-Utiyama.pdf		Project/product descriptions                                                               	MNH‐TT:   A Platform to Support Collaborative Translator Training 
Smart Computer Aided Translation Environment	Vandeghinste, Vincent and Vanallemeersch, Tom and Van Eynde, Frank and Heyman, Geert and Moens, Sien and Pelemans, Joris and Wambacq, Patrick and Van der Lek ‐ Ciudin, Iulianna	http://www.mt-archive.info/15/EAMT-2015-SCATE.pdf		Project/product descriptions                                                               	Smart Computer   Aided Translation Environment 
