Title	Authors	Pdf	Presentation	Volume_Name
"Using Sublexical Translations to Handle the OOV Problem in MT"	"Chung-chi Huang and Ho-ching Yen and Shih-ting Huang and Jason Chang"	http://www.mt-archive.info/10/AMTA-2010-Huang.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"MT-based Sentence Alignment for OCR-generated Parallel Texts"	"Rico Sennrich and Martin Volk"	http://www.mt-archive.info/10/AMTA-2010-Sennrich.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Detecting Cross-lingual Semantic Similarity Using Parallel PropBanks"	"Shumin Wu and Jinho Choi and Martha Palmer"	http://www.mt-archive.info/10/AMTA-2010-Wu.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Combining Multi-Domain Statistical Machine Translation Models using Automatic Classifiers"	"Pratyush Banerjee and Jinhua Du and Baoli Li and Sudip Naskar and Andy Way and Josef van Genabith"	http://www.mt-archive.info/10/AMTA-2010-Banerjee.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Using Variable Decoding Weight for Language Model in Statistical Machine Translation"	"Behrang Mohit and Rebecca Hwa and Alon Lavie"	http://www.mt-archive.info/10/AMTA-2010-Mohit.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Refining Word Alignment with Discriminative Training"	"Nadi Tomeh and Alexandre Allauzen and François Yvon and Guillaume Wisniewski"	http://www.mt-archive.info/10/AMTA-2010-Tomeh.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Maximizing TM Performance through Sub-Tree Alignment and SMT"	"Ventsislav Zhechev and Josef van Genabith"	http://www.mt-archive.info/10/AMTA-2010-Zhechev.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Choosing the Right Evaluation for Machine Translation: an Examination of Annotator and Automatic Metric Performance on Human Judgment Tasks"	"Michael Denkowski and Alon Lavie"	http://www.mt-archive.info/10/AMTA-2010-Denkowski.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Incremental Re-training for Post-editing SMT"	"Daniel Hardt and Jakob Elming"	http://www.mt-archive.info/10/AMTA-2010-Hardt.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"A Source-side Decoding Sequence Model for Statistical Machine Translation"	"Minwei Feng and Arne Mauser and Hermann Ney"	http://www.mt-archive.info/10/AMTA-2010-Feng.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Supertags as Source Language Context in Hierarchical Phrase-Based SMT"	"Rejwanul Haque and Sudip Naskar and Antal van den Bosch and Andy Way"	http://www.mt-archive.info/10/AMTA-2010-Haque.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Translating Structured Documents"	"George Foster and Pierre Isabelle and Roland Kuhn"	http://www.mt-archive.info/10/AMTA-2010-Foster.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Extending the Hierarchical Phrase Based Model with Maximum Entropy Based BTG"	"Zhongjun He and Yao Meng and Hao Yu"	http://www.mt-archive.info/10/AMTA-2010-He-1.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Transferring Syntactic Relations of Subject-Verb-Object Pattern in Chinese-to-Korean SMT"	"Jin-Ji Li and Jungi Kim and Jong-Hyeok Lee"	http://www.mt-archive.info/10/AMTA-2010-Li-1.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Improving the Post-Editing Experience using Translation Recommendation: A User Study"	"Yifan He and Yanjun Ma and Johann Roturier and Andy Way and Josef van Genabith"	http://www.mt-archive.info/10/AMTA-2010-He-2.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Accuracy-Based Scoring for Phrase-Based Statistical Machine Translation"	"Sergio Penkale and Yanjun May and Daniel Galron and Andy Way"	http://www.mt-archive.info/10/AMTA-2010-Penkale.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Improving Reordering in Statistical Machine Translation from Farsi"	"Evgeny Matusov and Selçuk Köprü"	http://www.mt-archive.info/10/AMTA-2010-Matusov.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Chinese Syntactic Reordering through Contrastive Analysis of Predicate-predicate Patterns in Chinese-to-Korean SMT"	"Jin-Ji Li and Jungi Kim and Jong-Hyeok Lee"	http://www.mt-archive.info/10/AMTA-2010-Li-2.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Machine Translation Using Overlapping Alignments and SampleRank"	"Benjamin Roth and Andrew McCallum and Marc Dymetman and Nicola Cancedda"	http://www.mt-archive.info/10/AMTA-2010-Roth.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"A Comparison of Various Types of Extended Lexicon Models for Statistical Machine Translation"	"Matthias Huck and Martin Ratajczak and Patrick Lehnen and Hermann Ney"	http://www.mt-archive.info/10/AMTA-2010-Huck.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"A Discriminative Lexicon Model for Complex Morphology"	"Minwoo Jeong Kristina Toutanova and Hisami Suzuki and Chris Quirk"	http://www.mt-archive.info/10/AMTA-2010-Jeong.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Voting on N-grams for Machine Translation System Combination"	"Kenneth Heafield and Alon Lavie"	http://www.mt-archive.info/10/AMTA-2010-Heafield.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Improved Statistical Machine Translation with Hybrid Phrasal Paraphrases Derived from Monolingual Text and a Shallow Lexical Resource"	"Yuval Marton"	http://www.mt-archive.info/10/AMTA-2010-Marton.pdf		"MT Research Program Papers: Oral and Poster Presentations"
"Statistical Machine Translation of English – Manipuri using Morpho-syntactic and Semantic Information"	"Thoudam Doren Singh and Savaji Bandyopadhyay"	http://www.mt-archive.info/10/AMTA-2010-Doren.pdf		"Student MT Research Papers "
"A Synchronous Context Free Grammar using Dependency Sequence for Syntax-based Statistical Machine Translation"	"Hwidong Na and Jin-Ji Li and Yeha Lee and Jong-hyeok Lee"	http://www.mt-archive.info/10/AMTA-2010-Na.pdf		"Student MT Research Papers "
"Using Synonyms for Arabic-to-English Example-Based Translation"	"Kfir Bar and Nachum Dershowitz"	http://www.mt-archive.info/10/AMTA-2010-Bar.pdf		"Student MT Research Papers "
"Machine Translation between Hebrew and Arabic: Needs, Challenges and Preliminary Solutions"	"Reshef Shilon and Nizar Habash and Alon Lavie and Shuly Wintner"	http://www.mt-archive.info/10/AMTA-2010-Shilon.pdf		"Student MT Research Papers "
"Post-Editing Free Machine Translation: From a Language Vendor's Perspective"	"Luciana Ramos"	http://www.mt-archive.info/10/AMTA-2010-Ramos.pdf		"Commercial MT Users Program"
"Practical uses of MT at Global Language Translations and Consulting: A case study of MT use for profit"	"Doug Strock"	http://www.mt-archive.info/10/AMTA-2010-Strock.pdf		"Commercial MT Users Program"
"MT in the Enterprise Environment"	"John Dixon"	http://www.mt-archive.info/10/AMTA-2010-Dixon.pdf		"Commercial MT Users Program"
"PangeaMT - putting open standards to work… well"	"E.Yuste and M. Herranz and A-L. Lagarda and L. Tarazón and I. Sánchez-Cortina and F. Casacuberta"	http://www.mt-archive.info/10/AMTA-2010-Yuste.pdf		"Commercial MT Users Program"
"One technology, many solutions: MT at Adobe"	"Raymond Flournoy and Jeff Rueppel"	http://www.mt-archive.info/10/AMTA-2010-Flournoy.pdf		"Commercial MT Users Program"
"Evaluating vendors for MT and post-editing at Avaya"	"Barbara Scott and Adriana Beaton"	http://www.mt-archive.info/10/AMTA-2010-Scott.pdf		"Commercial MT Users Program"
"Scenarios for Customizing an SMT Engine Based on Availability of Data"	"Kirti Vashee and Rustin Gibbs"	http://www.mt-archive.info/10/AMTA-2010-Vashee.pdf		"Commercial MT Users Program"
"Content Quality for Better MT: A Practical Guide to Quality at the Source"	"Jennifer Beaupre and Kent Taylor"	http://www.mt-archive.info/10/AMTA-2010-Beaupre.pdf		"Commercial MT Users Program"
"Using Machine Translation for the Localization of Electronic Support Content: Evaluating End-User Satisfaction"	"Osamuyimen Stewart and David Lubensky and Scott Macdonald and Julie Marcotte"	http://www.mt-archive.info/10/AMTA-2010-Stewart.pdf		"Commercial MT Users Program"
"Better translations with user collaboration – Integrated MT at Microsoft"	"Chris Wendt"	http://www.mt-archive.info/10/AMTA-2010-Wendt.pdf		"Commercial MT Users Program"
"Where can MT be most successful and what are the best MT engines for various languages?"	"Jenny Lu"	http://www.mt-archive.info/10/AMTA-2010-Lu.pdf		"Commercial MT Users Program"
"The “Moses for Localization” Open Source Project"	"Achim Ruopp"	http://www.mt-archive.info/10/AMTA-2010-Ruopp.pdf		"Commercial MT Users Program"
"Effective MT within a Translation Workflow Panopticon"	"Sven Andrä and Jorg Shütz"	http://www.mt-archive.info/10/AMTA-2010-Andra.pdf		"Commercial MT Users Program"
"PLuTO: MT for On-Line Patent Translation"	"John Tinsley and Andy Way and Páraic Sheridan"	http://www.mt-archive.info/10/AMTA-2010-Tinsley.pdf		"Commercial MT Users Program"
"Sharing the Continental Airlines and SDL Post-Editing Experience"	"Adriana Beaton and Gabriela Contreras"	http://www.mt-archive.info/10/AMTA-2010-Beaton.pdf		"Commercial MT Users Program"
"ProMT at PayPal: Enterprise-scale MT for financial industry content"	"Olga Beregovaya and Alex Yanishevsky"	http://www.mt-archive.info/10/AMTA-2010-Beregovaya.pdf		"Commercial MT Users Program"
"Trusted Translations Deliver Compelling Results for the Travel Industr"	"Daniel Marcu"			
"Paralinguist Assessment Decision Factors For Machine Translation Output: A Case Study"	"Carol Van Ess-Dykema and Jocelyn Phillips and Florence Reeder and Laurie Gerber"	http://www.mt-archive.info/10/AMTA-2010-VanEss-Dykema.pdf		"Government MT Users Program"
"Abstract of ""Paralinguist Assessment Decision Factors for Machine Translation Output: A Case Study"""	"Carol Van Ess-Dykema and et al"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A1		"Government MT Users Program"
"Abstract of ""Utilizing Automated Translation with Quality Scores to Increase Productivity"""	"Daniel Marcu and Kathleen Egan and Chuck Simmons and Ning-Ning Mahlmann"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A2		"Government MT Users Program"
"Abstract of ""Machine translation from English to Chinese: A study of Google’s performance with the UN documents"""	"Li Zuo"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A3		"Government MT Users Program"
"Abstract of ""Foreign Media Collaboration Framework (FMCF)"""	"Chuck Simmons"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A4		"Government MT Users Program"
"Abstract of ""Cross Lingual Arabic Blog Alerting (COLABA)"""	"Kathleen Egan"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A5		"Government MT Users Program"
"Abstract of ""Pre-editing for Machine Translation"""	"Weimin Jiang"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A6		"Government MT Users Program"
"Abstract of ""Multi-Language Desktop Suite"""	"Brian Roberson"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A7		"Government MT Users Program"
"Abstract of ""User-generated System for Critical Document Triage and Exploitation–Version 2011"""	"Kristen Summers and Hassan Sawaf"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A8		"Government MT Users Program"
"Abstract of ""Panel Topic: Task-based evaluation methods for machine translation, in practice and theory"""	"Judith Klavans and et al"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A9		"Government MT Users Program"
"Abstract of ""Exploring the AFPAK Web"""	"Rod Holland"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A10		"Government MT Users Program"
"Abstract of ""Terminology Management for Web Monitoring"""	"Sean Colbath"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A11		"Government MT Users Program"
"Abstract of ""Use of HLT tools within the US Government"""	"Nicholas Bemish"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A12		"Government MT Users Program"
"Abstract of ""Multilingual Concordancer Built from Public High Quality Web Content"""	"Alain Désilets"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A13		"Government MT Users Program"
"Abstract of “Data Preparation for Machine Translation Customization”"	"Stacey Bailey"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A14		"Government MT Users Program"
"Abstract of ""Language NOW"""	"Michael Ladwig"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A15		"Government MT Users Program"
"Abstract of ""The Challenges of Distributed Parallel Corpora"""	"Mike O’Malley"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A16		"Government MT Users Program"
"Abstract of ""Translation of Chinese Entities in Russian Text"""	"William McIntyre"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A17		"Government MT Users Program"
"Abstract of ""Parallel Corpus Development at NVTC"""	"Carol Van Ess-Dykema and et al"	http://www.mt-archive.info/10/AMTA-2010-Abstracts.htm#A18		"Government MT Users Program"
"Parallel Corpus Development at NVTC"	"Jocelyn Phillips and Carol Van Ess-Dykema and Timothy Allison and Laurie Gerber"	http://www.mt-archive.info/10/AMTA-2010-Phillips.pdf		"Government MT Users Program"
"Introduction to Post-Editing: Who, What, How and Where to Next?"	"Sharon O'Brien"	http://www.mt-archive.info/10/AMTA-2010-OBrien.pdf		Tutorials
"An Introduction to Machine Translation"	"Mike Dillinger"	http://www.mt-archive.info/10/AMTA-2010-Dillinger.pdf		Tutorials
"MT Postediting Showcase"	"Laurie Gerber and Elliott Macklovitch"	http://www.mt-archive.info/10/AMTA-2010-Postediting.pdf		Tutorials
"Evaluating the Output of Machine Translation Systems"	"Alon Lavie"	http://www.mt-archive.info/10/AMTA-2010-Lavie.pdf		Tutorials
"Machine Translation with Open source Software"	"Philipp Koehn and Hieu Hoang"	http://www.mt-archive.info/10/AMTA-2010-Koehn-2.pdf		Tutorials
"Exhibit Descriptions"	"Jennifer DeCamp"	http://www.mt-archive.info/10/AMTA-2010-TechnicalShowcase.pdf		"Technology Showcase"
"Crowdsourced translation for emergency response in Haiti: the global collaboration of local knowledge"	"Robert Munro"	http://www.mt-archive.info/10/AMTA-2010-Munro.pdf		"Collaborative Translation: technology, crowdsourcing, and the translator perspective"
"Crowdsourcing and the Professional Translator"	"Jost Zetzsche"	http://www.mt-archive.info/10/AMTA-2010-Zetzsche.pdf		"Collaborative Translation: technology, crowdsourcing, and the translator perspective"
"Position Paper: Improving Translation via Targeted Paraphrasing"	"Yakov Kronrod and Philip Resnik and Olivia Buzek and Chang Hu and Alex Quinn and Ben Bederson"	http://www.mt-archive.info/10/AMTA-2010-Kronrod.pdf		"Collaborative Translation: technology, crowdsourcing, and the translator perspective"
"WikiBABEL: A System for Multilingual Wikipedia Content"	"A. Kumaran and Naren Datha and B. Ashok and K. Saravanan and Anil Ande and Ashwani Sharma and Sridhar Vedantham and Vidya Natampally and Vikram Dendi and Sandor Maurice"	http://www.mt-archive.info/10/AMTA-2010-Kumaran.pdf		"Collaborative Translation: technology, crowdsourcing, and the translator perspective"
"Second Joint EM+/CNGL Workshop “Bringing MT to the User: Research on Integrating MT in the Translation Industry"" (JEC 2010)"		http://www.mt-archive.info/10/AMTA-2010-TOC.htm		
