Title	Authors	Pdf	Presentation	Volume_Name	Raw_webtext
Using Automatic Machine Translation Metrics to Analyze the Impact of Source Reformulations	Johann Roturier and Linda Mitchell and Robert Grabowski and Melanie Siegel	http://www.mt-archive.info/10/AMTA-2012-Roturier.pdf		Poster Presentations 	Using Automatic Machine Translation Metrics to Analyze the Impact of Source Reformulations
Using Source-Language Transformations to Address Register Mismatches in SMT	Manny Rayner and Pierrette Bouillon and Barry Haddow	http://www.mt-archive.info/10/AMTA-2012-Rayner.pdf		Poster Presentations 	Using Source-Language Transformations to Address Register Mismatches in SMT
A Poor Man's Translation Memory Using Machine Translation Evaluation Metrics	Michel Simard and Atsushi Fujita	http://www.mt-archive.info/10/AMTA-2012-Simard.pdf		Poster Presentations 	A Poor Man's Translation Memory Using Machine Translation Evaluation Metrics
A Detailed Analysis of Phrase-based and Syntax-based MT: The Search for Systematic Differences	Rasoul Samad Zadeh Kaljahi and Raphael Rubino and Johann Roturier and Jennifer Foster	http://www.mt-archive.info/10/AMTA-2012-Samad.pdf		Poster Presentations 	A Detailed Analysis of Phrase-based and Syntax-based MT: The Search for Systematic Differences
Conditional Significance Pruning: Discarding More of Huge Phrase Tables	J Howard Johnson	http://www.mt-archive.info/10/AMTA-2012-Johnson.pdf		Poster Presentations 	Conditional Significance Pruning: Discarding More of Huge Phrase Tables
Unsupervised Translation Disambiguation for Cross-Domain Statistical Machine Translation	Mei Yang and Katrin Kirchhoff	http://www.mt-archive.info/10/AMTA-2012-Yang.pdf		Poster Presentations 	Unsupervised Translation Disambiguation for Cross-Domain Statistical Machine Translation
Commercial MT User Program
Integrating MT with Digital Collections for Multilingual Information Access	Jiangping Chen and Olajumoke Agozu and Wenqian Zhao and Cheng Chieh Lien and Ryan Knudson and Ying Zhang	http://www.mt-archive.info/10/AMTA-2012-Chen.pdf		Commercial MT User Program	Integrating MT with Digital Collections for Multilingual Information Access                                                        
Linguists Love Art and Management Loves Efficiency – Can MT be the Solution?	Sachiyo Demizu and Mike Holland	http://www.mt-archive.info/10/AMTA-2012-Demizu.pdf		Commercial MT User Program	Linguists Love Art and Management Loves Efficiency – Can MT be the Solution?                                           
Taking Statistical Machine Translation to the Student Translator	Stephen Doherty and Dorothy Kenny and Andy Way	http://www.mt-archive.info/10/AMTA-2012-Doherty-1.pdf		Commercial MT User Program	Taking Statistical Machine Translation to the Student Translator
A User-Based Usability Assessment of Raw Machine Translated Technical Instructions	Stephen Doherty and Sharon O’Brien	http://www.mt-archive.info/10/AMTA-2012-Doherty-2.pdf		Commercial MT User Program	A User-Based Usability Assessment of Raw Machine Translated Technical Instructions                                                 
What’s Your Pick: RbMT, SMT or Hybrid?	Catherine Dove and Olga Loskutova and Ruben de la Fuente	http://www.mt-archive.info/10/AMTA-2012-Dove.pdf		Commercial MT User Program	What’s Your Pick: RbMT, SMT or Hybrid?                                                                                                     
Evaluation of Domain Adaptation Techniques for TRANSLI in a Real-World Environment	Atefeh Farzindar and Wael Khreich	http://www.mt-archive.info/10/AMTA-2012-Farzindar.pdf		Commercial MT User Program	Evaluation of Domain Adaptation Techniques for TRANSLI in a Real-World Environment                                                          
An LSP Perspective: Business & Process Challenges Implementing MT Solutions: Is MT Delivering Expected Value?	Rustin Gibbs and Joe DiDamo	http://www.mt-archive.info/10/AMTA-2012-Gibbs.pdf		Commercial MT User Program	An LSP Perspective: Business & Process Challenges Implementing MT Solutions: Is MT Delivering Expected Value?                                                                                                                                                                   
Translating User-Generated Content in the Social Networking Space	Jie Jiang and Andy Way and Rejwanul Haque	http://www.mt-archive.info/10/AMTA-2012-Jiang-2.pdf		Commercial MT User Program	Translating User-Generated Content in the Social Networking Space                                                                                                              
Managing Change when Implementing MT Systems	Michel Lopez	http://www.mt-archive.info/10/AMTA-2012-Lopez.pdf		Commercial MT User Program	Managing Change when Implementing MT Systems                                                                                       
Beyond MT: Source Content Quality and Process Automation	Jenny Lu and Patricia Paladini Adell	http://www.mt-archive.info/10/AMTA-2012-Lu.pdf		Commercial MT User Program	Beyond MT: Source Content Quality and Process Automation                                                                          
Incremental Re-Training of a Hybrid English-French MT System with Customer Translation Memory Data	Evgeny Matusov	http://www.mt-archive.info/10/AMTA-2012-Matusov.pdf		Commercial MT User Program	Incremental Re-Training of a Hybrid English-French MT System with Customer Translation Memory Data 
Multiplying the Potential of Crowdsourcing with Machine Translation	Victor Muntés-Mulero and Patricia Paladini and Marc Solé and Jawad Manzoor	http://www.mt-archive.info/10/AMTA-2012-Muntes-Mulero.pdf		Commercial MT User Program	Multiplying the Potential of Crowdsourcing with Machine Translation                                                                                 
Machine Translation as a Global Enterprise Service at Ford	Craig Plesco and Nestor Rychtyckyi	http://www.mt-archive.info/10/AMTA-2012-Plesco.pdf		Commercial MT User Program	Machine Translation as a Global Enterprise Service at Ford                                                                              
Using the Microsoft Translator Hub at The Church of Jesus Christ of Latter-day Saints	Stephen D. Richardson	http://www.mt-archive.info/10/AMTA-2012-Richardson.pdf		Commercial MT User Program	Using the Microsoft Translator Hub at The Church of Jesus Christ of Latter-day Saints                                                                
Automatic Speech Recognition & Hybrid MT for HQ Closed-Captioning & Subtitling for Video Broadcast	Hassan Sawaf	http://www.mt-archive.info/10/AMTA-2012-Sawaf.pdf		Commercial MT User Program	Automatic Speech Recognition & Hybrid MT for HQ Closed-Captioning & Subtitling for Video Broadcast                                                                                                                                                      
Spoken Language Translation: Three Business Opportunities	Mark Seligman and Mike Dillinger	http://www.mt-archive.info/10/AMTA-2012-Seligman.pdf		Commercial MT User Program	Spoken Language Translation: Three Business Opportunities                                                                                                       
IPTranslator: Facilitating Patent Search with Machine Translation	John Tinsley and Alexandru Ceausu and Jian Zhang and Heidi Depraetere and Joeri Van de Walle	http://www.mt-archive.info/10/AMTA-2012-Tinsley.pdf		Commercial MT User Program	IPTranslator: Facilitating Patent Search with Machine Translation                                                                    
Technology Showcase Program
Government MT User Program
U.S. Army Machine Foreign Language Translation System (MFLTS) Capability Update and Review	abstract	http://www.mt-archive.info/10/AMTA-2012-Beaulieu-ppt.pdf		Government MT User Program	U.S. Army Machine Foreign Language Translation System (MFLTS) Capability Update and Review
abstract	Michael J. Beaulieu and U.S. Army	http://www.mt-archive.info/10/AMTA-2012-Beaulieu-abs.pdf		Government MT User Program	abstract
Panel Discussion Topic: Return on Investment for Human Language Technology in the U.S. Government	Nicholas Bemish and Charles Simmons and AMTA	http://www.mt-archive.info/10/AMTA-2012-Bemish.pdf		Government MT User Program	Panel Discussion Topic: Return on Investment for Human Language Technology in the U.S. Government
abstract	Sean Colbath and Raytheon BBN Technologies	http://www.mt-archive.info/10/AMTA-2012-Colbath-abs.pdf		Government MT User Program	abstract
abstract;	Sherri Condon and MITRE	http://www.mt-archive.info/10/AMTA-2012-Condon-abs.pdf		Government MT User Program	abstract; paper
abstract	Kathleen Egan and Technical Support Working Group (TSWG)	http://www.mt-archive.info/10/AMTA-2012-Egan-abs.pdf		Government MT User Program	abstract                                                                                                                                                                               
Sharpening the Claws on CAT Tools: Increase Quality & Production, Maximize Limited Resources	abstract	http://www.mt-archive.info/10/AMTA-2012-Flather-ppt.pdf		Government MT User Program	Sharpening the Claws on CAT Tools: Increase Quality & Production, Maximize Limited Resources
abstract	Jennifer Flather and Basis Technology	http://www.mt-archive.info/10/AMTA-2012-Flather-abs.pdf		Government MT User Program	abstract
Strategies in Developing Engine-specific Chinese-English User Parallel Corpora	paper	http://www.mt-archive.info/10/AMTA-2012-Jiang-ppt.pdf		Government MT User Program	Strategies in Developing Engine-specific Chinese-English User Parallel Corpora
paper	Weimin Jiang and National Air and Space Intelligence Center (NASIC)/GXKT	http://www.mt-archive.info/10/AMTA-2012-Jiang-1.pdf		Government MT User Program	paper
abstract	Judith Klavans and ODNI FLPO and Human Language Technology Lead	http://www.mt-archive.info/10/AMTA-2012-Klavans-abs.pdf		Government MT User Program	abstract
abstract	Daniel Marcu and Language Weaver SDL	http://www.mt-archive.info/10/AMTA-2012-Marcu-abs.pdf		Government MT User Program	abstract
abstract	Elaine Marsh and ODNI FLPO Human Language Technology Associate	http://www.mt-archive.info/10/AMTA-2012-Marsh-abs.pdf		Government MT User Program	abstract
abstract	Erica Michael and Center for Advanced Study of Languages (CASL)	http://www.mt-archive.info/10/AMTA-2012-Michael-abs.pdf		Government MT User Program	abstract
The Conundrum of New Online Languages: Translating Arabic Chat	abstract	http://www.mt-archive.info/10/AMTA-2012-Ross-ppt.pdf		Government MT User Program	The Conundrum of New Online Languages: Translating Arabic Chat
abstract	Joel Ross and Basis Technology	http://www.mt-archive.info/10/AMTA-2012-Ross-abs.pdf		Government MT User Program	abstract
Reversing the Palladius Mapping of Chinese Names in Russian Text	abstract	http://www.mt-archive.info/10/AMTA-2012-Young-ppt.pdf		Government MT User Program	Reversing the Palladius Mapping of Chinese Names in Russian Text
abstract	paper	http://www.mt-archive.info/10/AMTA-2012-Young-abs.pdf		Government MT User Program	abstract
paper	Katherine Young and Air Force Research Laboratory (AFRL)	http://www.mt-archive.info/10/AMTA-2012-Young.pdf		Government MT User Program	paper
Tutorials
Introduction to Machine Translation	Mike Dillinger and Principal of Translation Optimization Partners	http://www.mt-archive.info/10/AMTA-2012-Dillinger-ppt.pdf		Tutorials	Introduction to Machine Translation
Increasing Localization Efficiency with SYSTRAN Hybrid MT Products	John Paul Barraza and Director of Technical Services at Systran	http://www.mt-archive.info/10/AMTA-2012-Barrazza-ppt.pdf		Tutorials	Increasing Localization Efficiency with SYSTRAN Hybrid MT Products
MT and Arabic Language Issues	Nizar Habash and Research Scientist at the Center for Computational Learning Systems at Columbia University	http://www.mt-archive.info/10/AMTA-2012-Habash-ppt.pdf		Tutorials	MT and Arabic Language Issues
Using MT in Today’s CAT Tools	Jost Zetzsche and Independent Translation and Localization Professional	http://www.mt-archive.info/10/AMTA-2012-Zetzsche-abs.pdf		Tutorials	Using MT in Today’s CAT Tools 
Open Source Statistical Machine Translation	Philipp Koehn and Professor for Machine Translation at the University of Edinburgh	http://www.mt-archive.info/10/AMTA-2012-Koehn-ppt.pdf		Tutorials	Open Source Statistical Machine Translation
Practical Domain Adaptation in SMT	Marcello Federico and Co-Director and Human Language Technology Research Unit and Fondazione Bruno Kessler (FBK-irst)	http://www.mt-archive.info/10/AMTA-2012-Bertoldi-ppt.pdf		Tutorials	Practical Domain Adaptation in SMT
Workshop Programs
Workshop on Post-Editing Technology and Practice (WPTP 2012)
CAASL4: Fourth Workshop on Computational Approaches to Arabic-Script-based Languages
Workshop on Monolingual Machine Translation (MONOMT 2012)
