Title	Authors	Pdf	Presentation	Volume_Name	Raw_webtext
The Impact of Sentence Alignment Errors on Phrase-Based Machine Translation Performance	Cyril Goutte	http://www.mt-archive.info/10/AMTA-2012-Goutte.pdf		Oral Presentations	The Impact of Sentence Alignment Errors on Phrase-Based Machine Translation Performance
Pivot Lightly-Supervised Training for Statistical Machine Translation		http://www.mt-archive.info/10/AMTA-2012-Huck.pdf		Oral Presentations	Pivot Lightly-Supervised Training for Statistical Machine Translation
Interpolated Backoff for Factored Translation Models		http://www.mt-archive.info/10/AMTA-2012-Koehn.pdf		Oral Presentations	Interpolated Backoff for Factored Translation Models
Building MT for a Severely Under-Resourced Language: White Hmong		http://www.mt-archive.info/10/AMTA-2012-Lewis.pdf		Oral Presentations	Building MT for a Severely Under-Resourced Language: White Hmong
Phrase-level System Combination for Machine Translation Based on Target-to-Target Decoding		http://www.mt-archive.info/10/AMTA-2012-Ma.pdf		Oral Presentations	
Phrase-level System Combination for Machine Translation Based on Target-to-Target Decoding		http://www.mt-archive.info/10/AMTA-2012-Ma.pdf		Oral Presentations	Phrase-level System Combination for Machine Translation Based on Target-to-Target Decoding                 
Lost & Found in Translation: Impact of Machine Translated Results on Translingual Information Retrieval	Kristen Parton	http://www.mt-archive.info/10/AMTA-2012-Parton.pdf		Oral Presentations	
Lost & Found in Translation: Impact of Machine Translated Results on Translingual Information Retrieval	Kristen Parton	http://www.mt-archive.info/10/AMTA-2012-Parton.pdf		Oral Presentations	Lost & Found in Translation: Impact of Machine Translated Results on Translingual Information Retrieval
A Graph-based Strategy to Streamline Translation Quality Assessments	Daniele Pighin	http://www.mt-archive.info/10/AMTA-2012-Pighin.pdf		Oral Presentations	A Graph-based Strategy to Streamline Translation Quality Assessments
Machine Translation with Binary Feedback: a Large-Margin Approach	Avneesh Saluja	http://www.mt-archive.info/10/AMTA-2012-Saluja.pdf		Oral Presentations	Machine Translation with Binary Feedback: a Large-Margin Approach
HAL: Challenging Three Key Aspects of IBM-style Statistical Machine Translation		http://www.mt-archive.info/10/AMTA-2012-Samuelsson.pdf		Oral Presentations	HAL: Challenging Three Key Aspects of IBM-style Statistical Machine Translation
Compact Rule Extraction for Hierarchical Phrase-based Translation	Baskaran Sankaran	http://www.mt-archive.info/10/AMTA-2012-Sankaran.pdf		Oral Presentations	Compact Rule Extraction for Hierarchical Phrase-based Translation
Non-linear n-best List Reranking with Few Features	Artem Sokolov	http://www.mt-archive.info/10/AMTA-2012-Sokolov.pdf		Oral Presentations	Non-linear n-best List Reranking with Few Features
Improved Domain Adaptation for Statistical Machine Translation	Wei Wang and Klaus Macherey and Wolfgang Macherey	http://www.mt-archive.info/10/AMTA-2012-Wang.pdf		Oral Presentations	Improved Domain Adaptation for Statistical Machine Translation
Detailed Analysis of Different Strategies for Phrase Table Adaptation in SMT		http://www.mt-archive.info/10/AMTA-2012-Niehues.pdf		Poster Presentations 	Detailed Analysis of Different Strategies for Phrase Table Adaptation in SMT                                                 
Machine Translation of Labeled Discourse Connectives	Thomas Meyer and Andrei Popescu-Belis	http://www.mt-archive.info/10/AMTA-2012-Meyer.pdf		Poster Presentations 	Machine Translation of Labeled Discourse Connectives
A General Framework to Weight Heterogeneous Parallel Data for Model Adaptation in Statistical MT	Kashif Shah	http://www.mt-archive.info/10/AMTA-2012-Shah.pdf		Poster Presentations 	A General Framework to Weight Heterogeneous Parallel Data for Model Adaptation in Statistical MT 
Measuring User Productivity in Machine Translation Enhanced Computer Assisted Translation	Marcello Federico	http://www.mt-archive.info/10/AMTA-2012-Federico.pdf		Poster Presentations 	Measuring User Productivity in Machine Translation Enhanced Computer Assisted Translation
Hybrid Machine Translation Using Joint, Binarised Feature Vectors		http://www.mt-archive.info/10/AMTA-2012-Federmann.pdf		Poster Presentations 	Hybrid Machine Translation Using Joint, Binarised Feature Vectors
Using Automatic Machine Translation Metrics to Analyze the Impact of Source Reformulations	Johann Roturier and Linda Mitchell	http://www.mt-archive.info/10/AMTA-2012-Roturier.pdf		Poster Presentations 	Using Automatic Machine Translation Metrics to Analyze the Impact of Source Reformulations
Using Source-Language Transformations to Address Register Mismatches in SMT	Manny Rayner	http://www.mt-archive.info/10/AMTA-2012-Rayner.pdf		Poster Presentations 	Using Source-Language Transformations to Address Register Mismatches in SMT
A Poor Man's Translation Memory Using Machine Translation Evaluation Metrics		http://www.mt-archive.info/10/AMTA-2012-Simard.pdf		Poster Presentations 	A Poor Man's Translation Memory Using Machine Translation Evaluation Metrics
A Detailed Analysis of Phrase-based and Syntax-based MT: The Search for Systematic Differences	Rasoul Samad Zadeh Kaljahi and Raphael Rubino	http://www.mt-archive.info/10/AMTA-2012-Samad.pdf		Poster Presentations 	A Detailed Analysis of Phrase-based and Syntax-based MT: The Search for Systematic Differences
Conditional Significance Pruning: Discarding More of Huge Phrase Tables		http://www.mt-archive.info/10/AMTA-2012-Johnson.pdf		Poster Presentations 	Conditional Significance Pruning: Discarding More of Huge Phrase Tables
Unsupervised Translation Disambiguation for Cross-Domain Statistical Machine Translation		http://www.mt-archive.info/10/AMTA-2012-Yang.pdf		Poster Presentations 	Unsupervised Translation Disambiguation for Cross-Domain Statistical Machine Translation
Integrating MT with Digital Collections for Multilingual Information Access	Jiangping Chen and Olajumoke Agozu and Wenqian Zhao and Cheng Chieh Lien	http://www.mt-archive.info/10/AMTA-2012-Chen.pdf		Commercial MT User Program	Integrating MT with Digital Collections for Multilingual Information Access                                                        
Linguists Love Art and Management Loves Efficiency – Can MT be the Solution?		http://www.mt-archive.info/10/AMTA-2012-Demizu.pdf		Commercial MT User Program	Linguists Love Art and Management Loves Efficiency – Can MT be the Solution?                                           
Taking Statistical Machine Translation to the Student Translator	Stephen Doherty	http://www.mt-archive.info/10/AMTA-2012-Doherty-1.pdf		Commercial MT User Program	Taking Statistical Machine Translation to the Student Translator
A User-Based Usability Assessment of Raw Machine Translated Technical Instructions		http://www.mt-archive.info/10/AMTA-2012-Doherty-2.pdf		Commercial MT User Program	A User-Based Usability Assessment of Raw Machine Translated Technical Instructions                                                 
What’s Your Pick: RbMT, SMT or Hybrid?	Catherine Dove	http://www.mt-archive.info/10/AMTA-2012-Dove.pdf		Commercial MT User Program	What’s Your Pick: RbMT, SMT or Hybrid?                                                                                                     
Evaluation of Domain Adaptation Techniques for TRANSLI in a Real-World Environment		http://www.mt-archive.info/10/AMTA-2012-Farzindar.pdf		Commercial MT User Program	Evaluation of Domain Adaptation Techniques for TRANSLI in a Real-World Environment                                                          
An LSP Perspective: Business & Process Challenges Implementing MT Solutions: Is MT Delivering Expected Value?		http://www.mt-archive.info/10/AMTA-2012-Gibbs.pdf		Commercial MT User Program	An LSP Perspective: Business & Process Challenges Implementing MT Solutions: Is MT Delivering Expected Value?                                                                                                                                                                   
Translating User-Generated Content in the Social Networking Space	Jie Jiang	http://www.mt-archive.info/10/AMTA-2012-Jiang-2.pdf		Commercial MT User Program	Translating User-Generated Content in the Social Networking Space                                                                                                              
Managing Change when Implementing MT Systems		http://www.mt-archive.info/10/AMTA-2012-Lopez.pdf		Commercial MT User Program	Managing Change when Implementing MT Systems                                                                                       
Beyond MT: Source Content Quality and Process Automation		http://www.mt-archive.info/10/AMTA-2012-Lu.pdf		Commercial MT User Program	Beyond MT: Source Content Quality and Process Automation                                                                          
Incremental Re-Training of a Hybrid English-French MT System with Customer Translation Memory Data		http://www.mt-archive.info/10/AMTA-2012-Matusov.pdf		Commercial MT User Program	Incremental Re-Training of a Hybrid English-French MT System with Customer Translation Memory Data 
Multiplying the Potential of Crowdsourcing with Machine Translation	Victor Muntés-Mulero and Patricia Paladini	http://www.mt-archive.info/10/AMTA-2012-Muntes-Mulero.pdf		Commercial MT User Program	Multiplying the Potential of Crowdsourcing with Machine Translation                                                                                 
Machine Translation as a Global Enterprise Service at Ford		http://www.mt-archive.info/10/AMTA-2012-Plesco.pdf		Commercial MT User Program	Machine Translation as a Global Enterprise Service at Ford                                                                              
Using the Microsoft Translator Hub at The Church of Jesus Christ of Latter-day Saints		http://www.mt-archive.info/10/AMTA-2012-Richardson.pdf		Commercial MT User Program	Using the Microsoft Translator Hub at The Church of Jesus Christ of Latter-day Saints                                                                
Automatic Speech Recognition & Hybrid MT for HQ Closed-Captioning & Subtitling for Video Broadcast		http://www.mt-archive.info/10/AMTA-2012-Sawaf.pdf		Commercial MT User Program	Automatic Speech Recognition & Hybrid MT for HQ Closed-Captioning & Subtitling for Video Broadcast                                                                                                                                                      
Spoken Language Translation: Three Business Opportunities		http://www.mt-archive.info/10/AMTA-2012-Seligman.pdf		Commercial MT User Program	Spoken Language Translation: Three Business Opportunities                                                                                                       
IPTranslator: Facilitating Patent Search with Machine Translation	John Tinsley and Alexandru Ceausu and Jian Zhang	http://www.mt-archive.info/10/AMTA-2012-Tinsley.pdf		Commercial MT User Program	IPTranslator: Facilitating Patent Search with Machine Translation                                                                    
U.S. Army Machine Foreign Language Translation System (MFLTS) Capability Update and Review abstract	Michael J. Beaulieu	http://www.mt-archive.info/10/AMTA-2012-Beaulieu-ppt.pdf		Government MT User Program	U.S. Army Machine Foreign Language Translation System (MFLTS) Capability Update and Review
abstract	Michael J. Beaulieu	http://www.mt-archive.info/10/AMTA-2012-Beaulieu-abs.pdf		Government MT User Program	abstract
Panel Discussion Topic: Return on Investment for Human Language Technology in the U.S. Government	Nicholas Bemish and Charles Simmons	http://www.mt-archive.info/10/AMTA-2012-Bemish.pdf		Government MT User Program	Panel Discussion Topic: Return on Investment for Human Language Technology in the U.S. Government
abstract	Sean Colbath	http://www.mt-archive.info/10/AMTA-2012-Colbath-abs.pdf		Government MT User Program	abstract
abstract;	Sherri Condon	http://www.mt-archive.info/10/AMTA-2012-Condon-abs.pdf		Government MT User Program	abstract; paper
abstract	Kathleen Egan	http://www.mt-archive.info/10/AMTA-2012-Egan-abs.pdf		Government MT User Program	abstract                                                                                                                                                                               
Sharpening the Claws on CAT Tools: Increase Quality & Production, Maximize Limited Resources abstract	Jennifer Flather	http://www.mt-archive.info/10/AMTA-2012-Flather-ppt.pdf		Government MT User Program	Sharpening the Claws on CAT Tools: Increase Quality & Production, Maximize Limited Resources
abstract	Jennifer Flather	http://www.mt-archive.info/10/AMTA-2012-Flather-abs.pdf		Government MT User Program	abstract
Strategies in Developing Engine-specific Chinese-English User Parallel Corpora paper	Weimin Jiang	http://www.mt-archive.info/10/AMTA-2012-Jiang-ppt.pdf		Government MT User Program	Strategies in Developing Engine-specific Chinese-English User Parallel Corpora
paper	Weimin Jiang	http://www.mt-archive.info/10/AMTA-2012-Jiang-1.pdf		Government MT User Program	paper
abstract	Judith Klavans and ODNI FLPO	http://www.mt-archive.info/10/AMTA-2012-Klavans-abs.pdf		Government MT User Program	abstract
abstract	Daniel Marcu	http://www.mt-archive.info/10/AMTA-2012-Marcu-abs.pdf		Government MT User Program	abstract
abstract	Elaine Marsh	http://www.mt-archive.info/10/AMTA-2012-Marsh-abs.pdf		Government MT User Program	abstract
abstract	Erica Michael	http://www.mt-archive.info/10/AMTA-2012-Michael-abs.pdf		Government MT User Program	abstract
The Conundrum of New Online Languages: Translating Arabic Chat abstract	Joel Ross	http://www.mt-archive.info/10/AMTA-2012-Ross-ppt.pdf		Government MT User Program	The Conundrum of New Online Languages: Translating Arabic Chat
abstract	Joel Ross	http://www.mt-archive.info/10/AMTA-2012-Ross-abs.pdf		Government MT User Program	abstract
Reversing the Palladius Mapping of Chinese Names in Russian Text abstract		http://www.mt-archive.info/10/AMTA-2012-Young-ppt.pdf		Government MT User Program	Reversing the Palladius Mapping of Chinese Names in Russian Text
abstract paper	Katherine Young	http://www.mt-archive.info/10/AMTA-2012-Young-abs.pdf		Government MT User Program	abstract
paper	Katherine Young	http://www.mt-archive.info/10/AMTA-2012-Young.pdf		Government MT User Program	paper
Introduction to Machine Translation	Mike Dillinger	http://www.mt-archive.info/10/AMTA-2012-Dillinger-ppt.pdf		Tutorials	Introduction to Machine Translation
Increasing Localization Efficiency with SYSTRAN Hybrid MT Products	John Paul Barraza	http://www.mt-archive.info/10/AMTA-2012-Barrazza-ppt.pdf		Tutorials	Increasing Localization Efficiency with SYSTRAN Hybrid MT Products
MT and Arabic Language Issues	Nizar Habash	http://www.mt-archive.info/10/AMTA-2012-Habash-ppt.pdf		Tutorials	MT and Arabic Language Issues
Using MT in Today’s CAT Tools	Jost Zetzsche	http://www.mt-archive.info/10/AMTA-2012-Zetzsche-abs.pdf		Tutorials	Using MT in Today’s CAT Tools 
Open Source Statistical Machine Translation	Philipp Koehn	http://www.mt-archive.info/10/AMTA-2012-Koehn-ppt.pdf		Tutorials	Open Source Statistical Machine Translation
Practical Domain Adaptation in SMT	Marcello Federico and Co-Director and Human Language Technology Research Unit	http://www.mt-archive.info/10/AMTA-2012-Bertoldi-ppt.pdf		Tutorials	Practical Domain Adaptation in SMT
