Title	Authors	Pdf	Presentation	Volume_Name	Notes
Application of Online Terminology Services in Statistical Machine Translation	Raivis Skadins and Marcis Pinnis and Tatiana Gornostay and Andrejs Vasiljevs	http://www.mt-archive.info/10/MTS-2013-Skadins.pdf			Research track - Poster presentations
Key Problems in Conversion from Simplified to Traditional Chinese Characters Topic Models for Translation Quality Estimation for Gisting Purposes	Raphael Rubino and Jose Guilherme Camargo de Souza and Jennifer Foster and Lucia Specia	http://www.mt-archive.info/10/MTS-2013-Shi.pdf			Research track - Poster presentations
Topic Models for Translation Quality Estimation for Gisting Purposes	Raphael Rubino and Jose Guilherme Camargo de Souza and Jennifer Foster and Lucia Specia	http://www.mt-archive.info/10/MTS-2013-Rubino.pdf			Research track - Poster presentations
Demystifying Machine Translation: Learning from the Real World	Harald Elsen	http://www.mt-archive.info/10/MTS-2013-Elsen.pdf			User track - Invited talk
Analyzing and Predicting MT Utility and Post-Editing Productivity in Enterprise-scale Translation Projects	Alon Lavie and Olga Beregovaya and Michael Denkowski and David Clarke	http://www.mt-archive.info/10/MTS-2013-Lavie.pdf			User track - Oral presentations
A Technology-agnostic Approach to Machine Translation	Lori Thicke	http://www.mt-archive.info/10/MTS-2013-Thicke.pdf			User track - Oral presentations
COACH: Designing a new CAT tool with Translator Interaction	Laura Bota and Christoph Schneider and Andy Way	http://www.mt-archive.info/10/MTS-2013-Bota.pdf			User track - Oral presentations
Hybrid Domain Adaptation for a Rule Based MT System	Petra Wolf and Ulrike Bernardi	http://www.mt-archive.info/10/MTS-2013-Wolf.pdf			User track - Oral presentations
Implementing ITS 2.0 for Post-editing Purposes	Celia Rico and Pedro L. Diez Orzas and Felix Sasaki	http://www.mt-archive.info/10/MTS-2013-Rico.pdf			User track - Oral presentations
ROI Analysis Model for Language Service Providers	Ekaterina Stambolieva	http://www.mt-archive.info/10/MTS-2013-Stambolieva.pdf			User track - Oral presentations
Large-scale Multiple Language Translation Accelerator at the United Nations	Bruno Pouliquen and Cecilia Elizalde and Marcin Junczys-Dowmunt and Christophe Mazenc and Jose Garcia-Verdugo	http://www.mt-archive.info/10/MTS-2013-Pouliquen.pdf			User track - Oral presentations
Let'sMT! as a Learning Platform for SMT	Hanne Fersøe and Dorte Haltrup Hansen and Lene Offersgaard and Susi Olsen and Claus Povlsen	http://www.mt-archive.info/10/MTS-2013-Fersoe.pdf			User track - Oral presentations
User Evaluation of Advanced Interaction Features for a Computer-Assisted Translation Workbench	Vicente Alabau and Jesus Gonzalez-Rubio and Luis A. Leiva and Daniel Ortiz-Martínez and German Sanchis-Trilles and Francisco Casacuberta and Bartolomé Mesa-Lao and Ragnar Bonk and Michael Carl and Mercedes Garcia-Martinez	http://www.mt-archive.info/10/MTS-2013-Alabau.pdf			User track - Oral presentations
SMT Approaches for Commercial Translation of Subtitles	Thierry Etchegoyhen and Mark Fishel and Jie Jiang and Mirjam Sepesy Maucec	http://www.mt-archive.info/10/MTS-2013-Etchegoyhen.pdf			User track - Oral presentations
Connectivity, Adaptability, Productivity, Quality, Price... What are the Necessary Ingredients to get the MT Recipe Right?	Laura Casanellas and Lena Marg	http://www.mt-archive.info/10/MTS-2013-Casanellas.pdf			User track - Oral presentations
Productivity or Quality? Let's do both!	Joachim Van den Bogaert and Nathalie De Sutter	http://www.mt-archive.info/10/MTS-2013-Sutter.pdf			User track - Oral presentations
Streamlining Terminology Management in an RBMT Context	Horst Liebscher and Thomas Senf	http://www.mt-archive.info/10/MTS-2013-Liebscher.pdf			User track - Oral presentations
Using MT as Enabler for Differentiated Quality Levels	Eric Blassin and Rafa Moral	http://www.mt-archive.info/10/MTS-2013-Blassin-abs.pdf			User track - Oral presentations
IBM Germany Using RMT	Sigrun Gehrig	http://www.mt-archive.info/10/MTS-2013-Gehrig.pdf			User track - Oral presentations
USE CASE: Customization and Collaboration to Enhance MT for a Knowledge Base Online Portal	Chris Wendt and Federico Garcea	http://www.mt-archive.info/10/MTS-2013-Wendt.pdf			User track - Oral presentations
Automated Community Content Editing PorTal (ACCEPT)	Pierrette Bouillon	http://www.mt-archive.info/10/MTS-2013-ACCEPT.pdf			European projects
Bologna Translation Service (BOLOGNA)	Joachim Van den Bogaert and Heidi Depraetere and Joeri Van de Walle.......	http://www.mt-archive.info/10/MTS-2013-BOLOGNA.pdf			European projects
CASMACAT: Cognitive Analysis and Statistical Methods for Advanced Computer Aided Translation	Philipp Koehn and Michael Carl and Francisco Casacuberta and Eva Marcos	http://www.mt-archive.info/10/MTS-2013-CASMACAT.pdf			European projects
Machine Translation in CNGL II	Qun Liu	http://www.mt-archive.info/10/MTS-2013-CNGL.pdf			European projects
Bridges Across the Language Divide — EU-BRIDGE Excitement: Exploring Customer Interactions through Textual EntailMENT	Ido Dagan and Bernardo Magnini and Guenter Neumann and Sebastian Pado	http://www.mt-archive.info/10/MTS-2013-EUBRIDGE.pdf			European projects
Excitement: Exploring Customer Interactions through Textual EntailMENT	Ido Dagan and Bernardo Magnini and Guenter Neumann and Sebastian Pado	http://www.mt-archive.info/10/MTS-2013-EXCITEMENT.pdf			European projects
Pangeanic in the EXPERT Project: Exploiting Empirical appRoaches to Translation	Manuel Herranz and Alex Helle and Elia Yuste and Ruslan Mitkov and Lucia Specia	http://www.mt-archive.info/10/MTS-2013-EXPERT.pdf			European projects
FAUST: Feedback Analysis for User Adaptive Statistical Translation	William Byrne and Lluis Marquez	http://www.mt-archive.info/10/MTS-2013-FAUST.pdf			European projects
LT-Web: Metadata for the Multilingual Web: Introducing Internationalization Tag Set (ITS) 2.0 MATECAT: Machine Translation Enhanced Computer Assisted Translation	META - Multilingual Europe Technology Alliance	http://www.mt-archive.info/10/MTS-2013-Sasaki.pdf			European projects
MATECAT: Machine Translation Enhanced Computer Assisted Translation META - Multilingual Europe Technology Alliance	Georg Rehm and Aljoscha Burchardt and Felix Sasaki	http://www.mt-archive.info/10/MTS-2013-Matecat.pdf			European projects
META - Multilingual Europe Technology Alliance	Georg Rehm and Aljoscha Burchardt and Felix Sasaki	http://www.mt-archive.info/10/MTS-2013-META.pdf			European projects
MOLTO - Multilingual On Line Translation	Aarne Ranta	http://www.mt-archive.info/10/MTS-2013-MOLTO.pdf			European projects
MONNET: Multilingual Ontologies for Networked Knowledge	Mihael Arcan and Paul Buitelaar	http://www.mt-archive.info/10/MTS-2013-MONNET.pdf			European projects
MosesCore: Moses Open Source Evaluation and Support Co-ordination for OutReach and Exploitation PANACEA: Platform for Automatic, Normalised Annotation and Cost-Effective Acquisition of Language Resources for Human Language Technologies	Nuria Bel and Marc Poch and Antonio Toral	http://www.mt-archive.info/10/MTS-2013-MosesCore.pdf			European projects
PANACEA: Platform for Automatic, Normalised Annotation and Cost-Effective Acquisition of Language Resources for Human Language Technologies	Nuria Bel and Marc Poch and Antonio Toral	http://www.mt-archive.info/10/MTS-2013-PANACEA.pdf			European projects
A Review of the PRESEMT project	George Tambouratzis and Marina Vassiliou and Sokratis Sofianopoulos........	http://www.mt-archive.info/10/MTS-2013-PRESEMT.pdf			European projects
QTLaunchpad	Stephen Doherty and Declan Groves and Josef van Genabith and Arle Lommel and Aljoscha Burchardt and Hans Uszkoreit and Lucia Specia and Stelios Piperidis	http://www.mt-archive.info/10/MTS-2013-QTLaunchPad.pdf			European projects
SIGNSPEAK: Scientific Understanding and Vision-based Technological Development for Continuous Sign Language Recognition and Translation	Jens Forster and Christoph Schmidt and Hermann Ney	http://www.mt-archive.info/10/MTS-2013-SIGNSPEAK.pdf			European projects
SUMAT: An Online Service for Subtitling by Machine Translation	P. Georgakopoulou and L. Bywood and Thierry Etchegoyen and Mark Fishel and Jie Jiang and G. van Loenhout and A. del Pozo and D. Spiliotopoulos and Mirjam Sepesy Maucec and A. Turner	http://www.mt-archive.info/10/MTS-2013-SUMAT.pdf			European projects
TaaS: Terminology as a Service	Andrejs Vasiljevs and Tatiana Gornostay	http://www.mt-archive.info/10/MTS-2013-TaaS.pdf			European projects
transLectures: Transcription and Translation of Video Lectures TTC: Terminology Extraction, Translation Tools and Comparable Corpora	Cross-lingual Knowledge Extraction	http://www.mt-archive.info/10/MTS-2013-transLectures.pdf			European projects
TTC: Terminology Extraction, Translation Tools and Comparable Corpora Cross-lingual Knowledge Extraction (XLike)	Workshops	http://www.mt-archive.info/10/MTS-2013-TTC.pdf			European projects
Cross-lingual Knowledge Extraction (XLike)	Workshops	http://www.mt-archive.info/10/MTS-2013-XLIKE.pdf			European projects
