Title	Authors	Pdf	Presentation	Volume_Name	Notes
Complementing dictionary-based query translations with corpus statistics for cross-language IR	Sung Hyon Myaeng and Mung-Gil Jang	http://www.mt-archive.info/90/MTS-1999-Myaeng.pdf			Session S7: Multilingual information access
Machine translation for the next century	Jun-ichi Tsujii	http://www.mt-archive.info/90/MTS-1999-Tsujii.pdf			Session S8: MT for the next century
Otelo and the Domino translation object	Alan Barrett	http://www.mt-archive.info/90/MTS-1999-Barrett.pdf			Session S8: MT for the next century
Sharing dictionaries among MT users by common formats and social filtering framework	Shin-ichiro Kamei	http://www.mt-archive.info/90/MTS-1999-Kamei.pdf			Session S8: MT for the next century
A customizable, self-learning parameterized MT system: the next generation	Keh-Yih Su and Jing-Shin Chang	http://www.mt-archive.info/90/MTS-1999-Su.pdf			Session S8: MT for the next century
Human language technologies for the information society: roles, plans and visions of funding agencies	Antonio Sanfilippo and Shuo Bai and Roberto Cencioni and Akira Izumi and Gary Strong and Dimitrios Theologitis	http://www.mt-archive.info/90/MTS-1999-Sanfilippo.pdf			Session PN1: International cooperation – from funding agencies’ point of view
MT evaluation	Margaret King and Eduard Hovy and Benjamin K. T’sou and John White and Yusoff Zaharin	http://www.mt-archive.info/90/MTS-1999-King-1.pdf			Session PN2: MT evaluation
Applying TDMT to abstracts on science and technology	Hideki Kashioka and Hiroko Ohta and Yoshiko Shirokizawa and Kazutaka Takao	http://www.mt-archive.info/90/MTS-1999-Kashioka.pdf			Session G1: MT methodologies
UNL-French deconversion as transfer & generation from an interlingua with possible quality enhancement through offline human interaction	Gilles Sérasset and Christian Boitet	http://www.mt-archive.info/90/MTS-1999-Serasset.pdf			Session G1: MT methodologies
Solutions to problems inherent in spoken-language translation: the ATR-MATRIX approach	Eiichiro Sumita and Setsuo Yamada and Kazuhide Yamamoto and Michael Paul and Hideki Kashioka and Kai Ishikawa and Satoshi Shirai	http://www.mt-archive.info/90/MTS-1999-Sumita.pdf			Session G1: MT methodologies
Portuguese-Chinese machine translation in Macao	Yi-Pmg Li and Chi-Man Pun and Fei Wu	http://www.mt-archive.info/90/MTS-1999-Li-1.pdf			Session G2: Example-based MT
Example-based machine translation based on the synchronous SSTC annotation schema	Mosleh H. Al-Adhaileh and Tang Enya Kong	http://www.mt-archive.info/90/MTS-1999-Al-Adhaileh.pdf			Session G2: Example-based MT
Inducing translation templates for example-based machine translation	Michael Carl	http://www.mt-archive.info/90/MTS-1999-Carl-1.pdf			Session G2: Example-based MT
Development of an intranet MT system adapting to usage domain	Nobutoshi Hatanaka	http://www.mt-archive.info/90/MTS-1999-Hatanaka.pdf			Session G3 : Multilingual human language technology
The next step: moving to an integrated MT system for high-volume environments	Walter K. Hartmann	http://www.mt-archive.info/90/MTS-1999-Hartmann.pdf			Session G3 : Multilingual human language technology
TransRouter : a decision support tool for translation managers	Margaret King	http://www.mt-archive.info/90/MTS-1999-King-2.pdf			Session G3 : Multilingual human language technology
Deploying the SAE J2450 translation quality metric in MT projects	Jörg Schütz	http://www.mt-archive.info/90/MTS-1999-Schutz.pdf			Session G3 : Multilingual human language technology
Evaluation experiment for reading comprehension of machine translation outputs	Masaru Fuji	http://www.mt-archive.info/90/MTS-1999-Fuji.pdf			Session G4 : MT evaluation
Study on evaluation of WWW MT systems	Shinichiro Miyazawa and Shoichi Yokoyama and Masaki Matsudaira and Akira Kumano and Shuji Kodama and Hideki Kashioka and Yoshiko Shirokizawa and Yasuo Nakajima	http://www.mt-archive.info/90/MTS-1999-Miyazawa.pdf			Session G4 : MT evaluation
A new evaluation method for speech translation systems and a case study on ATR-MATRIX from Japanese to English	Toshiyuki Takezawa and Fumiaki Sugaya and Akio Yokoo and Seiichi Yamamoto	http://www.mt-archive.info/90/MTS-1999-Takezawa.pdf			Session G4 : MT evaluation
Machine translation for information access across the language barrier : the MuST system	Chin-Yew Lin	http://www.mt-archive.info/90/MTS-1999-Lin.pdf			Session G5 : Multilingual information processing
Multilingual document language recognition for creating corpora	Yevgeny Ludovik and Ron Zacharski	http://www.mt-archive.info/90/MTS-1999-Ludovik.pdf			Session G5 : Multilingual information processing
Interactive MT as support for non-native language authoring	Svetlana Sheremetyeva and Sergei Nirenburg	http://www.mt-archive.info/90/MTS-1999-Sheremetyeva.pdf			Session G6 : Translation tools
Formalizing translation memories	Emmanuel Planas and Osamu Furuse	http://www.mt-archive.info/90/MTS-1999-Planas.pdf			Session G6 : Translation tools
The PARS family of MT systems : a 15-year love story	Michael S. Blekhman and Olga Bezhanova and Andrei Kursin and Alia Rakova	http://www.mt-archive.info/90/MTS-1999-Blekhman.pdf			Session G6 : Translation tools
Parallel text collections at Linguistic Data Consortium	Xiaoyi Ma	http://www.mt-archive.info/90/MTS-1999-Ma-1.pdf			Session G7 : Language resources
The ELAN Slovene-English aligned corpus	Tomaz Erjavec	http://www.mt-archive.info/90/MTS-1999-Erjavec.pdf			Session G7 : Language resources
Harmonised large-scale syntactic/semantic lexicons: a European multilingual infrastructure	Nicoletta Calzolari and Antonio Zampolli	http://www.mt-archive.info/90/MTS-1999-Calzolari.pdf			Session G7 : Language resources
Developing knowledge bases for MT with linguistically motivated quality-based learning	Evelyne Viegas	http://www.mt-archive.info/90/MTS-1999-Viegas-1.pdf			Session G7 : Language resources
A pipelined multi-engine approach to Chinese-to-Korean machine translation: MATES/CK	Min Zhang and Key-Sun Choi	http://www.mt-archive.info/90/MTS-1999-Zhang.pdf			Session G8 : System presentation (1)
Machine translation system PENSÉE: system design and implementation	Sayori Shimohata and Toshiki Murata and Atsushi Ikeno and Tsuyoshi Fukui and Hideki Yamamoto	http://www.mt-archive.info/90/MTS-1999-Shimohata.pdf			Session G8 : System presentation (1)
Rapid development of translation tools	Jan Amtrup and Karine Megerdoomian and Remi Zajac	http://www.mt-archive.info/90/MTS-1999-Amtrup.pdf			Session G8 : System presentation (1)
The use of abstracted knowledge from an automatically sense-tagged corpus for lexical transfer ambiguity resolution	Hui-Feng Li and Namwon Heo. Kyounghi Moon and Jong-Hyeok Lee	http://www.mt-archive.info/90/MTS-1999-Li-2.pdf			Session G9 : Knowledge extraction
Towards the automatic acquisition of lexical selection rules	Jin Yang	http://www.mt-archive.info/90/MTS-1999-Yang.pdf			Session G9 : Knowledge extraction
A bootstrap approach to automatically generating lexical transfer rules	Davide Turcato and Paul McFetridge and Fred Popowich and Janine Toole	http://www.mt-archive.info/90/MTS-1999-Turcato.pdf			Session G9 : Knowledge extraction
Target word selection with co-occurrence and translation information	Su Jian and Guo Jin and Tong Loong Cheong	http://www.mt-archive.info/90/MTS-1999-Jian.pdf			Session Gl0 : Statistical methods
Using a target language model for domain independent lexical disambiguation	Jim Cowie and Yevgeny Ludovik and Sergei Nirenburg	http://www.mt-archive.info/90/MTS-1999-Cowie.pdf			Session Gl0 : Statistical methods
Article selection using probabilistic sense disambiguation	Hian-Beng Lee	http://www.mt-archive.info/90/MTS-1999-Lee-1.pdf			Session Gl0 : Statistical methods
Compound noun decomposition using a Markov model	Jongwoo Lee and Byoung-Tak Zhang and Yung Taek Kim	http://www.mt-archive.info/90/MTS-1999-Lee-2.pdf			Session Gl0 : Statistical methods
English-to-Korean Web translator : “FromTo/Web-EK”	Sung-Kwon Choi and Taewan Kim and Sanghwa Yuh and Han-Min Jung and Chul-Min Sim and Sang-Kyu Park	http://www.mt-archive.info/90/MTS-1999-Choi.pdf			Session G1l : System presentation (2)
ALTFLASH: a Japanese-to-English machine translation system for market flash reports	Hajime Uchino and Yoshifumi Ooyama and Osamu Furuse	http://www.mt-archive.info/90/MTS-1999-Uchino.pdf			Session G1l : System presentation (2)
ALT-J/M a prototype Japanese-to-Malay translation system	Kentaro Ogura and Francis Bond and Yoshifumi Ooyama	http://www.mt-archive.info/90/MTS-1999-Ogura.pdf			Session G1l : System presentation (2)
An automated mandarin document revision system using both phonetic and radical approaches	June-Jei Kuo	http://www.mt-archive.info/90/MTS-1999-Kuo.pdf			Session G12 : Asian language processing
The pitfalls and complexities of Chinese to Chinese conversion	Jack Halpern and Jouni Kerman	http://www.mt-archive.info/90/MTS-1999-Halpern.pdf			Session G12 : Asian language processing
From To K/E: a Korean-English machine translation system based on idiom recognition and fail softening	Byong-Rae Ryu and Youngkil Kim and Sanghwa Yuh and Sangkyu Park	http://www.mt-archive.info/90/MTS-1999-Ryu.pdf			Session PS1 : Poster session (1)
Transfer-based Japanese-Chinese translation implemented on an e-mail system	Junichi Matsuda and Hiroyuki Kumai	http://www.mt-archive.info/90/MTS-1999-Matsuda.pdf			Session PS1 : Poster session (1)
A Cantonese-English machine translation system PolyU-MT-99	Yan Wu and James Liu	http://www.mt-archive.info/90/MTS-1999-Wu.pdf			Session PS1 : Poster session (1)
WEBTRAN: a controlled language machine translation system for building multilingual services on Internet	Aarno Lehtola and Jarno Tenni and Catherine Bounsaythip and Kristiina Jaaranen	http://www.mt-archive.info/90/MTS-1999-Lehtola.pdf			Session PS1 : Poster session (1)
Improvement of translation quality of English newspaper headlines by automatic preediting	Takehiko Yoshimi and Ichiko Sata	http://www.mt-archive.info/90/MTS-1999-Yoshimi.pdf			Session PS1 : Poster session (1)
Transfer in experience-guided machine translation 	Gang Zhao and Junichi Tsujii	http://www.mt-archive.info/MTS-1999-Zhao.pdf			
Example-based machine translation of part-of-speech tagged sentences by recursive division	Tantely Andriamanankasina and Kenji Araki and Koji Tochinai	http://www.mt-archive.info/90/MTS-1999-Andriamanankasina.pdf			Session PS1 : Poster session (1)
A new way to conceptual meaning representation	Xiaojie Wang and Yixin Zhong	http://www.mt-archive.info/90/MTS-1999-Wang.pdf			Session PS1 : Poster session (1)
Using computational semantics for Chinese translations	Evelyne Viegas and Wanying Jin and Stephen Beale	http://www.mt-archive.info/90/MTS-1999-Viegas-2.pdf			Session PS1 : Poster session (1)
BITS: a method for bilingual text search over the Web	Xiaoyi Ma and Mark Y. Liberman	http://www.mt-archive.info/90/MTS-1999-Ma-2.pdf			Session PS2 : Poster session (2)
Sharing syntactic structures	Masahiro Ueki and Takenobu Tokunaga and Hozumi Tanaka	http://www.mt-archive.info/90/MTS-1999-Ueki.pdf			Session PS2 : Poster session (2)
A deterministic dependency parser for Japanese	Ulrich Germann 	http://www.mt-archive.info/MTS-1999-Germann.pdf			Session PS2 : Poster session (2)
A new approach to the translating telephone	Robert Frederking and Christopher Hogan and Alexander Rudnicky	http://www.mt-archive.info/90/MTS-1999-Frederking.pdf			Session PS2 : Poster session (2)
A method of evaluation of the quality of translated text	Satoshi Yamauchi	http://www.mt-archive.info/90/MTS-1999-Yamauchi.pdf			Session PS2 : Poster session (2)
Quantitative evaluation of machine translation using two-way MT	Shoichi Yokoyama and Akira Kumano and Masaki Matsudaira and Yoshiko Shirokizawa and Mutsumi Kawagoe and Shuji Kodama and Hideki Kashioka and Terumasa Ehara. Shinichiro Miyazawa and Yasuo Nakajima	http://www.mt-archive.info/90/MTS-1999-Yokoyama.pdf			Session PS2 : Poster session (2)
Experiment report of a commercial machine translation in a manufacturing industry domain	Orie Fukutomi	http://www.mt-archive.info/90/MTS-1999-Fukutomi.pdf			Session PS2 : Poster session (2)
Collection of dictionary data through Internet translation service	Keisuke Nakayama and Akira Kumano	http://www.mt-archive.info/90/MTS-1999-Nakayama.pdf			Session PS3 : Poster session (3)
Term Builder: a lexical knowledge acquisition tool for the Logos machine translation system	Brigitte Orliac and Kutz Arrieta	http://www.mt-archive.info/90/MTS-1999-Orliac.pdf			Session PS3 : Poster session (3)
Computer-aided translation tools for Russian. Ukrainian, and English	Michael S. Blekhman and Maryna Byezhanova and Andrei Kursin and Igor Backlan and Alexander Kazakov and Vladimir Petrov	http://www.mt-archive.info/90/MTS-1999-Blekhman-2.pdf			Session PS3 : Poster session (3)
Translation camera	Yasuhiko Watanabe and Yoshihiro Okada and Yeun-Bae Kim and Tetsuya Takeda	http://www.mt-archive.info/MTS-1999-Watanabe.pdf			
A new diagnostic system for J-E translation ILTS by global matching algorithm and POST parser	Liang Chen and Naoyuki Tokuda	http://www.mt-archive.info/90/MTS-1999-Chen.pdf			Session PS3 : Poster session (3)
Linking translation memories with example-based machine translation	Michael Carl and Silvia Hansen	http://www.mt-archive.info/MTS-1999-Carl-2.pdf			
Towards an interlingual treatment of modality	Christoph Neumann	http://www.mt-archive.info/MTS-1999-Neumann.pdf			
Resolving category ambiguity of non-text symbols in Mandarin text	Feng-Long Hwang and Ming-Shing Yu	http://www.mt-archive.info/90/MTS-1999-Hwang.pdf			Session PS3 : Poster session (3)
Automatic domain recognition for machine translation 	Elke D. Lange and Jin Yang	http://www.mt-archive.info/MTS-1999-Lange.pdf			
A multilevel framework for incremental development of MT systems	Remi Zajac	http://www.mt-archive.info/90/MTS-1999-Zajac.pdf			Session PS3 : Poster session (3)
