Title	Authors	Pdf	Presentation	Volume_Name	Notes
Relating recognition, translation and usability of two different versions of MedSLT	Marianne Starlander and Paula Estrella	http://www.mt-archive.info/05/MTS-2009-Starlander.pdf			MT Research Posters 
Correlation between Automatic Evaluation Metric Scores, Post-Editing Speed, and Some Other Factors	Midori Tatsumi	http://www.mt-archive.info/05/MTS-2009-Tatsumi.pdf			MT Research Posters 
Comparing different architectures of hybrid Machine Translation systems	Gregor Thurmair	http://www.mt-archive.info/05/MTS-2009-Thurmair.pdf			MT Research Posters 
Hosting Volunteer Translators	Masao Utiyama and Takeshi Abekawa and Eiichiro Sumita and Kyo Kageura	http://www.mt-archive.info/05/MTS-2009-Utiyama-2.pdf			MT Research Posters 
Transfer rule generation for a Japanese-Hungarian machine translation system	István Varga and Shoichi Yokoyama	http://www.mt-archive.info/05/MTS-2009-Varga.pdf			MT Research Posters 
Efficient Beam Thresholding for Statistical Machine Translation	Deyi Xiong and Min Zhang and Aiti Aw and Haizhou Li	http://www.mt-archive.info/05/MTS-2009-Xiong-1.pdf			MT Research Posters 
A Source Dependency Model for Statistical Machine Translation	Deyi Xiong and Min Zhang and Aiti Aw and Haizhou Li	http://www.mt-archive.info/05/MTS-2009-Xiong-2.pdf			MT Research Posters 
Bilingual Dictionary Extraction from Wikipedia	Kun Yu and Junichi Tsujii	http://www.mt-archive.info/05/MTS-2009-Yu.pdf			MT Research Posters 
Virtual Babel: Towards Context-Aware Machine Translation in Virtual Worlds	Ying Zhang and Nguyen Bach	http://www.mt-archive.info/05/MTS-2009-Zhang.pdf			MT Research Posters 
MT Bazaar: Translation Ecosystems in the Cloud	Sven Christian Andrä and Jörg Schütz and Andra AG and Bioloom Group	http://www.mt-archive.info/05/MTS-2009-Andra.pdf			Commercial MT User Program
The MT Maturity Model at PAHO	Julia Aymerich and Hermes Camelo and Pan-American Health Organization	http://www.mt-archive.info/05/MTS-2009-Aymerich.pdf			Commercial MT User Program
Technology for Translators: What doesn't Kill you, Makes you Stronger	Jordi Carrera and Alex Yanishevsky and ProMT	http://www.mt-archive.info/05/MTS-2009-Carrera-ppt.pdf			Commercial MT User Program
An Automatic Translation Management System for Legal Texts	Atefeh Farzindar and NLP Technologies	http://www.mt-archive.info/05/MTS-2009-Farzindar.pdf			Commercial MT User Program
MT and Document Localization at Adobe: From Pilot to Production	Ray Flournoy and Christine Duran and Adobe	http://www.mt-archive.info/05/MTS-2009-Flournoy.pdf			Commercial MT User Program
Identification and Analysis of Post-Editing Patterns for MT	Declan Groves and Dag Schmidtke and Traslan and Microsoft	http://www.mt-archive.info/05/MTS-2009-Groves.pdf			Commercial MT User Program
Real Time Translation Services at IBM	David Lubensky and Salim Roukos and IBM	http://www.mt-archive.info/05/MTS-2009-Lubensky-ppt.pdf			Commercial MT User Program
MT Quality Control in a Translation Production Environment	Larry Rogers and LexiTech	http://www.mt-archive.info/05/MTS-2009-Rogers-ppt.pdf			Commercial MT User Program
Pushing the Quality of a Customized SMT System Using Shared Training Data	Chris Wendt and Will Lewis and Microsoft	http://www.mt-archive.info/05/MTS-2009-Wendt-ppt.pdf			Commercial MT User Program
Panel Summary: Educating and Assessing the Human Translator in an Age of Technology	Patricia Phillips Batoma and Roxana Girju and Elizabeth Lowe and Patricia Minacori	http://www.mt-archive.info/05/MTS-2009-Batoma.pdf			Special Session: Translator Tools and Training
Translation assessment at university: creation of a computer interface	Patricia Minacori and Université Paris Diderot	http://www.mt-archive.info/05/MTS-2009-Minacori-ppt.pdf			Special Session: Translator Tools and Training
Technology in Translator Training and tools for translators	Pierrette Bouillon and Marianne Starlander	http://www.mt-archive.info/05/MTS-2009-Bouillon-ppt.pdf			Special Session: Translator Tools and Training
IMHO: Translators’ not-so-humble opinions on using TM systems	Cheryl Mc Bride	http://www.mt-archive.info/05/MTS-2009-McBride-ppt.pdf			Special Session: Translator Tools and Training
Big TM.net: Gaining a head start on translations projects	Achim Ruopp	http://www.mt-archive.info/05/MTS-2009-Ruopp-ppt.pdf			Special Session: Translator Tools and Training
What’s missing in User-centric MT?	Jennifer DeCamp	http://www.mt-archive.info/05/MTS-2009-DeCamp-1.pdf			Special Session: Translator Tools and Training
Application of Machine Translation System in Japan Patent Office	Susumu Bani	http://www.mt-archive.info/05/MTS-2009-Bani-3-ppt.pdf			Government MT User Program
Language Technology Resource Center	Jennifer DeCamp	http://www.mt-archive.info/05/MTS-2009-DeCamp-2.pdf			Government MT User Program
On beyond TM: When the Translator Leads the Design of a Translation Support Framework	Reginald Hobbs and Clare Voss and Jamal Laoudi	http://www.mt-archive.info/05/MTS-2009-Hobbs.pdf			Government MT User Program
Canadian Job Bank Automated Translation System	Verna McIntosh	http://www.mt-archive.info/05/MTS-2009-McIntosh-ppt.pdf			Government MT User Program
U.S. Army Requirements and Capability	Vaughn Laganosky and Tracy Blocker	http://www.mt-archive.info/05/MTS-2009-Laganosky-ppt.pdf			Government MT User Program
Indian National Translation Mission: Need for Integrating Human-Machine Translation	R.M.K. Sinha	http://www.mt-archive.info/05/MTS-2009-Sinha-1.pdf			Government MT User Program
The EDEAL Project for Automated Processing of African Languages	Anna Borovikov and Eugene Borovikov and Bradley Colquitt and Kristen Summers	http://www.mt-archive.info/05/MTS-2009-Borovikov.pdf			Government MT User Program
Translation Memory Technology Assessment	Carol Van Ess-Dykema and Dennis Perzanowsky and Susan Converse and Rachel Richardson and John S. White and Tucker Maney	http://www.mt-archive.info/05/MTS-2009-VanEssDykema-ppt.pdf			Government MT User Program
Introduction	Mike Dillinger		http://www.mt-archive.info/05/MTS-2009-Dillinger-2-ppt.pdf		Panel discussion: Converging Technologies – What are the Benefits for MT Users?
ProMT	Alex Yanishevsky and Olga Beregovaya		http://www.mt-archive.info/05/MTS-2009-Yanishevsky-ppt.pdf		Panel discussion: Converging Technologies – What are the Benefits for MT Users?
MultiCorpora	Daniel Gervais		http://www.mt-archive.info/05/MTS-2009-Gervais.pptx		Panel discussion: Converging Technologies – What are the Benefits for MT Users?
SDL	Terry Lawlor		http://www.mt-archive.info/05/MTS-2009-Lawlor-ppt.pdf		Panel discussion: Converging Technologies – What are the Benefits for MT Users?
TAUS	Jaap van der Meer		http://www.mt-archive.info/05/MTS-2009-VanderMeer.pptx		Panel discussion: Converging Technologies – What are the Benefits for MT Users?
PortageLive: delivering machine translation technology via virtualization	Patrick Paul and Samuel Larkin and Ulrich Germann and Eric Joanis and Roland Kuhn	http://www.mt-archive.info/05/MTS-2009-Paul.pdf			Technology Showcase 
Introduction to Machine Translation	Mike Dillinger	http://www.mt-archive.info/05/MTS-2009-Dillinger-ppt.pdf			Tutorials
Machine Learning Approaches for Dealing with Bilingual Data in Statistical Machine Translation	Gholamreza Haffari				Tutorials
Tools for Translation: Current Practices, State of the Art and Capability Gaps	Jennifer DeCamp	http://www.mt-archive.info/05/MTS-2009-DeCamp-3.pdf			Tutorials
The Business Case for Machine Translation	Donald A. DePalma	http://www.mt-archive.info/05/MTS-2009-DePalma-ppt.pdf			Tutorials
Postediting Machine Translation Output Guidelines	Sharon O’Brien and Johann Roturier and Giselle de Almeida	http://www.mt-archive.info/05/MTS-2009-OBrien.pdf	http://www.mt-archive.info/05/MTS-2009-OBrien-ppt.pdf		Tutorials
Up close and personal with a Translator – How Translators Really Work	Alain Desilets and UQO and Geneviève Patenaude	http://www.mt-archive.info/05/MTS-2009-Desilets-3.pdf			Tutorials
