Title	Authors	Pdf	Presentation	Volume_Name	Notes
Bandit structured prediction for learning from partial feedback in statistical machine translation	Artem Sokolov and Stefan Riezler and Tanguy Urvoy	http://www.mt-archive.info/15/MTS-2015-Sokolov.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
An empirical study of segment prioritization for incrementally retrained post-editing-based SMT	Jinhua Du and Ankit Srivastava and Andy Way and Alfredo Maldonado-Guerra and David Lewis	http://www.mt-archive.info/15/MTS-2015-Du.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Effects of word alignment visualization on post-editing quality & speed	Lane Schwartz and Isabel Lacruz and Tatyana Bystrova	http://www.mt-archive.info/15/MTS-2015-Schwartz.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
A systematic evaluation of MBOT in statistical machine translation	Nina Seemann and Fabienne Braune and Andreas Maletti	http://www.mt-archive.info/15/MTS-2015-Seemann.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Register-based machine translation evaluation with text classification techniques	Mihaela Vela and Ekaterina Lapshinova-Koltunski	http://www.mt-archive.info/15/MTS-2015-Vela.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Error-tolerant speech-to-speech translation	Rohit Kumar and Sanjika Hewavitharana and Nina Zinovieva and Matthew E.Roy and Edward Pattison-Gordon	http://www.mt-archive.info/15/MTS-2015-Kumar.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Mixed domain vs. multi-domain statistical machine translation	Matthias Huck and Alexandra Birch and Barry Haddow	http://www.mt-archive.info/15/MTS-2015-Huck.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Korean-Chinese word translation using Chinese character knowledge	Yuanmei Lu and Toshiaki Nakazawa and Sadao Kurohashi	http://www.mt-archive.info/15/MTS-2015-Lu.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Topic adaptation for machine translation of e-commerce content	Prashant Mathur and Marcello Federico and Selçuk Köprü and Sharam Khadivi and Hassan Sawaf	http://www.mt-archive.info/15/MTS-2015-Mathur.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Machine translation with source-predicted target morphology	Joachim Daiber and Khalil Sima’an	http://www.mt-archive.info/15/MTS-2015-Daiber.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Improved beam search with constrained softmax for NMT	Xiaoguang Hu and Wei Li and Xiang Lan and Hua Wu and Haifeng Wang	http://www.mt-archive.info/15/MTS-2015-Hu.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Bilingual distributed phrase representations for statistical machin translation	Peyman Passban and Chris Hokamp and Qun Li	http://www.mt-archive.info/15/MTS-2015-Passban.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Improved search strategy for interactive predictions in computer-assisted translation	Fatemeh Azadi and Shahram Khadivi	http://www.mt-archive.info/15/MTS-2015-Azadi.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Improving semantic SMT via soft semantic role label constraints on ITG alignmens	Meriem Beloucif and Markus Saers and Dekai Wu	http://www.mt-archive.info/15/MTS-2015-Beloucif.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Wiktionary-based word embeddings	Gerard de Melo	http://www.mt-archive.info/15/MTS-2015-DeMelo.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
MT at NetApp – this is how we do it	Edith Bendermacher and Pablo Vázquez	http://www.mt-archive.info/15/MTS-2015-Bendermacher.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Machine translation in mobile games: augmenting social media text normalization with incentivized feedback	Nikhil Bojja and Arun Nedunchezhian and Pidong Wang	http://www.mt-archive.info/15/MTS-2015-Bojja.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Why are we (still) waiting? What premium translators need to use MT effectively	Robin Bonthrone and Konstantin Lakshin	http://www.mt-archive.info/15/MTS-2015-Bonthrone.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Machine translation and terminology management [abstract]	Jennifer DeCamp	http://www.mt-archive.info/15/MTS-2015-DeCamp.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
MT quality estimation for e-commerce data	José G.C.de Souza and Marcello Federico and Hassan Sawaf	http://www.mt-archive.info/15/MTS-2015-DeSouza.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Yandex.Translate approach to the translation of Turkic languages [abstract	Irina Galinskaya and Farkhat Aminov	http://www.mt-archive.info/15/MTS-2015-Galinskaya.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Solving specific content challenges with flexible machine translation	Quinn Lam	http://www.mt-archive.info/15/MTS-2015-Lam.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Quality evaluation of four translations of a kidney document: focus on reliability	Alan K.Melby	http://www.mt-archive.info/15/MTS-2015-Melby.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
A survey of usage environment of machine translation by professional translators	Tomoki Nagase and Tatsuhiro Kudoh and Katsunori Kotani and Wenjun ye and Takeshi Mori and Yoshiyuki Sakamoto and Nobutoshi Hatanaka and Takamitsu Takeda and Shu Hirata and Hiromi Nakaiwa	http://www.mt-archive.info/15/MTS-2015-Nagase.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Machine translation for enterprise technical communications – a journey of discovery	Morgan O’Brien and Ana Duarte	http://www.mt-archive.info/15/MTS-2015-OBrien.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
MT quality evaluations: from test environment to production	Elaine O’Curran	http://www.mt-archive.info/15/MTS-2015-OCurran.pf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Enterprise application of MT: progress and challenges	Craig Plesco and Nestor Rychtyckyj	http://www.mt-archive.info/15/MTS-2015-Plesco.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Machine translation quality estimation: a linguist’s approach	Juan Rowda	http://www.mt-archive.info/15/MTS-2015-Rowda.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Industry shared metrics with the TAUS dynamic quality dashboard and API	Achim Ruopp	http://www.mt-archive.info/15/MTS-2015-Ruopp.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Accurately predicting post-editing time & labor for cost management	Carla Schelfhout	http://www.mt-archive.info/15/MTS-2015-Schelfout.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Beyond rext, machine translation and NLP for e-discovery [abstract]	Jean Sennellart and Denis Gachot and Joshua Johanson	http://www.mt-archive.info/15/MTS-2015-Sennelart.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Designing user experience for machine translated conversations	Tanvi Surti	http://www.mt-archive.info/15/MTS-2015-Surti.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
How much cake is enough: the case for domain-specific engines	Alex Yanishevsky	http://www.mt-archive.info/15/MTS-2015-Yanishevsky.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
Productivity promotion strategies for collaborative translation on huge volume technical documents	Guiping Zhang and Na Ye and Fang Cai and Chuang Wu and Xiangkui Sun and Jinfu Yuan and Dongfeng Cai	http://www.mt-archive.info/15/MTS-2015-Zhang.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
A machine-assisted human translation system for technical documents	Vishwajeet Kumar and Ashish Kulkarni and Pankaj Singh and Ganesh Ramakrishnan and Ganesh Arnaal	http://www.mt-archive.info/15/MTS-2015-Kumar-1.pdf		Vol.2: MT Users’ Track	Vol.2: MT Users’ Track
