Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
LIG statistical machine translation systems for IWSLT 2010	Laurent Besacier and Haitem Afli and Do Thi Ngoc Diep and Hervé Blanchon and Marion Potet	http://www.mt-archive.info/10/IWSLT-2010-Besacier.pdf				
The MIT-LL/AFRL IWSLT-2010 MT system	Wade Shen and Timothy Anderson and Raymond Slyh and A.Ryan Aminzadeh	http://www.mt-archive.info/10/IWSLT-2010-Shen.pdf				
The MSRA machine translation system for IWSLT 2010	Chi-Ho Li and Nan Duan and Yinggong Zhao and Shujie Liu and Lei Cui and Mei-yuh Hwang and Amittai Axelrod and Jianfeng Gao and Yaodong Zhang and Li Deng	http://www.mt-archive.info/10/IWSLT-2010-Li.pdf				
A Bayesian model of bilingual segmentation for transliteration	Andrew Finch and Eiichiro Sumita	http://www.mt-archive.info/10/IWSLT-2010-Finch.pdf				
Comparing intrinsic and extrinsic evaluation of MT output in a dialogue system	Anne H.Schneider and Ielka van der Sluis and Saturnino Luz	http://www.mt-archive.info/10/IWSLT-2010-Schneider.pdf				
Faster cube pruning	Andrea Gesmundo and James Henderson	http://www.mt-archive.info/10/IWSLT-2010-Gesmundo.pdf				
Real-time spoken language identification and recognition for speech-to-speech translation	Daniel Chung Yong Lim and Ian Lane and Alex Waibel	http://www.mt-archive.info/10/IWSLT-2010-Lim.pdf				
Sign language machine translation overkill	Daniel Stein and Christoph Schmidt and Hermann Ney	http://www.mt-archive.info/10/IWSLT-2010-Stein.pdf				
The pay-offs of preprocessing for German-English statistical machine translation	Ilknur Durgar El-Kahlout and Francois Yvon	http://www.mt-archive.info/10/IWSLT-2010-El-Kahlout.pdf				
Towards a general and extensible phrase-extraction algorithm	Wang Ling and Tiago Luís and João Graça and Luísa Coheur and Isabel Trancoso	http://www.mt-archive.info/10/IWSLT-2010-Ling-2.pdf				
Analysis of translation model adaptation in statistical machine translation	Kevin Duh and Katsuhito Sudoh and Hajime Tsukada	http://www.mt-archive.info/10/IWSLT-2010-Duh.pdf				
Invited talk: Resources for adding semantics to machine translation	Jan Hajič	http://www.mt-archive.info/10/IWSLT-2010-abstracts.pdf				
Mining parallel fragments from comparable texts	Mauro Cettolo and Marcello Federico and Nicola Bertoldi	http://www.mt-archive.info/10/IWSLT-2010-Cettolo.pdf				
Multi-pivot translation by system combination	Gregor Leusch and Aurélien Max and Josep Maria Crego and Hermann Ney	http://www.mt-archive.info/10/IWSLT-2010-Leusch.pdf				
An algorithm for cross-lingual sense-clustering tested in a MT evaluation setting	Marianna Apidianaki and Yifan He	http://www.mt-archive.info/10/IWSLT-2010-Apidianaki.pdf				
Invited talk: The Quaero program: multilingual and multimedia technologies	Jean-Luc Gauvain	http://www.mt-archive.info/10/IWSLT-2010-abstracts.pdf				
A combination of hierarchical systems with forced alignments from phrase-based systems	Carmen Heger and Joern Wuebker and David Vilar and Hermann Ney	http://www.mt-archive.info/10/IWSLT-2010-Heger.pdf				
CCG augmented hierarchical phrase-based machine translation	Hala Almaghout and Jie Jiang and Andy Way	http://www.mt-archive.info/10/IWSLT-2010-Almaghout-2.pdf				
Modelling pronominal anaphora in statistical machine translation	Christian Hardmeier and Marcello Federico	http://www.mt-archive.info/10/IWSLT-2010-Hardmeier.pdf				
AppTek’s APT machine translation system for IWSLT 2010	Evgeny Matusov and Selçuk Köprü	http://www.mt-archive.info/10/IWSLT-2010-Matusov.pdf				
The ICT statistical machine translation system for IWSLT 2010	Hao Xiong and Jun Xie and Hui Yu and Kai Liu and Wei Luo and Haitao Mi and Yang Liu and Yajuan Lü and Qun Liu	http://www.mt-archive.info/10/IWSLT-2010-Xiong.pdf				
The DCU machine translation systems for IWSLT 2010	Hala Almaghout and Jie Jiang and Andy Way	http://www.mt-archive.info/10/IWSLT-2010-Almaghout-1.pdf				
I2R’s machine translation system for IWSLT 2010	Xiangyu Duan and Rafael Banchs and Jun Lang and Deyi Xiong and Aiti Aw and Min Zhang and Haizhou Li	http://www.mt-archive.info/10/IWSLT-2010-Duan.pdf				
The INESC-ID machine translation system for the IWSLT 2010	Wang Ling and Tiago Luís and João Graça and Luísa Coheur and Isabel Trancoso	http://www.mt-archive.info/10/IWSLT-2010-Ling-1.pdf				
The MIRACL Arabic-English statistical machine translation system for IWSLT 2010	Ines Turki Khemakhem and Salma Jamoussi and Abdelmajid Ben Hamadou	http://www.mt-archive.info/10/IWSLT-2010-Turki.pdf				
The NICT translation system for IWSLT 2010	Chooi-Ling Goh and Taro Watanabe and Michael Paul and Andrew Finch and Eiichiro Sumita	http://www.mt-archive.info/10/IWSLT-2010-Goh.pdf				
The POSTECH’s statistical machine translation system for the IWSLT 2010	Hwidong Na and Jong-Hyeok Lee	http://www.mt-archive.info/10/IWSLT-2010-Na.pdf				
The QMUL system description for IWSLT 2010	Sirvan Yahyaei and Christof Monz	http://www.mt-archive.info/10/IWSLT-2010-Yahyaei-1.pdf				
The RWTH Aachen machine translation system for IWSLT 2010	Saab Mansour and Stephan Peitz and David Vilar and Joern Wuebker and Hermann Ney	http://www.mt-archive.info/10/IWSLT-2010-Mansour-1.pdf				
Tel Aviv University’s system description for IWSLT 2010	Kfir Bar and Nachum Dershowitz	http://www.mt-archive.info/10/IWSLT-2010-Bar.pdf				
Statistical pattern-based MT with statistical French-English MT	Jin’ichi Murakami and Takuya Nishimura and Masao Tokuhisa	http://www.mt-archive.info/10/IWSLT-2010-Murakami.pdf				
N-gram-based machine translation enhanced with neural networks	Francisco Zamora-Martinez and Maria Jose Castro-Bleda and Holger Schwenk	http://www.mt-archive.info/10/IWSLT-2010-Zamora-Martinez.pdf				
UPC-BMIC-VDU system description for the IWSLT 2010: testing several collocation segmentations in a phrase-based SMT system	Carlos Henríquez and Marta R.Costa-jussà and Vidas Daudaravicius and Rafael E.Banchs and José B.Mariño	http://www.mt-archive.info/10/IWSLT-2010-Henriquez.pdf				
ILLC-UvA machine translation system for the IWSLT 2010 evaluation	Maxim Khalilov and Khalil Sima’an	http://www.mt-archive.info/10/IWSLT-2010-Khalilov.pdf				
The UvA system description for IWSLT 2010	Spyros Martzoukos and Christof Monz	http://www.mt-archive.info/10/IWSLT-2010-Martzoukos.pdf				
The GREYC/LLACAN machine translation systems for the IWSLT 2010 campaign	Julien Gosme and Wigdan Mekki and Fathi Debili and Yves Lepage and Nadine Lucas	http://www.mt-archive.info/10/IWSLT-2010-Gosme.pdf				
Improved Vietnamese-French parallel corpus mining using English language	Do Thi Ngoc Diep and Laurent Besacier and Eric Castelli	http://www.mt-archive.info/10/IWSLT-2010-Diep.pdf				
MorphTagger: HMM-based Arabic segmentation for statistical machine translation	Saab Mansour	http://www.mt-archive.info/10/IWSLT-2010-Mansour-2.pdf				
