Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
The MITLL-AFRL IWSLT 2014 MT system	Michael Kazi and Elizabeth Salesky and Brian Thompson and Jessica Ray and Michael Coury and Tim Anderson and Grant Erdmann and Jeremy Gwinnup and Katherine Young and Brian Ore and Michael Hutt	http://www.mt-archive.info/10/IWSLT-2014-Kazi.pdf			65-72	
The 2014 KIT IWSLT speech-to-text systems for English, German and Italian	Kevin Kilgour and Michael Heck and Markus Müller and Matthias Sperber and Sebastian Stüker and Alex Waibel	http://www.mt-archive.info/10/IWSLT-2014-Kilgour.pdf			73-79	
A topic-based approach for post-processing correction of automatic translations	Mohamed Morchid and Stéphane Huet and Richard Dufour	http://www.mt-archive.info/10/IWSLT-2014-Morchid.pdf			80-85	
The USFD SLT system for IWSLT 2014	Raymond W.M.Ng and Mortaza Doulaty and Rama Doddipatla and Wilker Aziz and Kashif Shah and Oscar Saz and Madina Hasan and Ghada AlHaribi and Lucia Specia and Thomas Hain	http://www.mt-archive.info/10/IWSLT-2014-Ng.pdf			86-91	
The speech recognition systems of IOIT for IWSLT 2014	Quoc Bao Nguyen and Tat Thang Vu and Chi Mai Luong	http://www.mt-archive.info/10/IWSLT-2014-Nguyen.pdf			92-95	
Phrase-based language modelling for statistical machine translation	Achraf Ben Romdhane and Salma Jamoussi and Abdelmajid Ben Hamadou and Kamel Smaïli	http://www.mt-archive.info/10/IWSLT-2014-Romdhane.pdf			96-99	
LIUM English-to-French spoken language translation system and the Vecsys/LIUM automatic speech recognition system for Italian language for IWSLT 2014	Anthony Rousseau and Loïc Barrault and Paul Deléglise and Yannick Estève and Holger Schwenk and Samir Bennacef and Armando Muscariello and Stephan Vanni	http://www.mt-archive.info/10/IWSLT-2014-Rousseau.pdf			100-105	
LIMSI English-French speech translation system	Natalia Segal and Hélène Bonneau-Maynard and Quoc Khanh Do and Alexandre Allauzen and Jean-Luc Gauvain and Lori Lamel and François Yvon	http://www.mt-archive.info/10/IWSLT-2014-Segal.pdf			106-112	
The NCT ASR system for IWSLT 2014	Peng Shen and Yugang Lu and Xinhui Hu and Naoyuki Kanda and Masahiro Saiko and Chiori Hori	http://www.mt-archive.info/10/IWSLT-2014-Shen.pdf			113-118	
The KIT translation systems for IWSLT 2014	Isabel Slawik and Mohammed Mediani and Jan Niehues and Yuqi Zhang and Eunah Cho and Teresa Herrmann and Thanh-Le Ha and Alex Waibel	http://www.mt-archive.info/10/IWSLT-2014-Slawik.pdf			119-126	
NTT-NAIST syntax-based SMT systems for IWSLT 2014	Katsuhito Sudoh and Graham Neubig and Kevin Duh and Katsuhiko Hayashi	http://www.mt-archive.info/10/IWSLT-2014-Sudoh.pdf			127-133	
The USTC machine translation system for IWSLT 2014	Shijin Wang and Yuguang Wang and Jianfeng Li and Yiming Cui and Lirong Dai	http://www.mt-archive.info/10/IWSLT-2014-Wang-1.pdf			134-138	
The NICT translation system for IWSLT 2014	Xiaolin Wang and Andrew Finch and Masao Utiyama and Taro Watanabe and Eiichiro Sumita	http://www.mt-archive.info/10/IWSLT-2014-Wang-2.pdf			139-142	
Polish-English speech statistical machine translation systems for the IWSLT 2014	Krzysztof Wolk and Krzysztof Marasek	http://www.mt-archive.info/10/IWSLT-2014-Wolk.pdf			143-149	
The RWTH Aachen machine translation systems for IWSLT 2014	Joern Wuebker and Stephan Peitz and Andreas Guta and Hermann Ney	http://www.mt-archive.info/10/IWSLT-2014-Wuebker.pdf			150-154	
Advances in dialectal Arabic speech recognition: a study using Twitter to improve Egyptian ASR	Ahmed Ali and Hamdy Mubarak and Stephan Vogel	http://www.mt-archive.info/10/IWSLT-2014-Ali.pdf			156-162	
Towards simultaneous interpreting: the timing of incremental machine translation and speech synthesis	Timo Baumann and Srinivas Bangalore and Julia Hirschberg	http://www.mt-archive.info/10/IWSLT-2014-Baumann.pdf			163-168	
Word confidence estimation for speech translation	L.Besacier and B.Lecouteux and N.Q.Luong and K.Hour and M.Hadjsalah	http://www.mt-archive.info/10/IWSLT-2014-Besacier.pdf			169-175	
Machine translation of multi-party meetings: segmentation and disfluency removal strategies	Eunah Cho and Jan Niehues and Alex Waibel	http://www.mt-archive.info/10/IWSLT-2014-Cho.pdf			176-183	
Empircal dependency-based head finalization for statistical Chinese-, English-, and French-to-Myanmar (Burmese) machine translation	Chenchen Ding and Ye Kyaw Thu and Masao Utiyama and Andrew Finch and Eiichiro Sumita	http://www.mt-archive.info/10/IWSLT-2014-Ding.pdf			184-191	
Discriminative adaptation of continuous space translation models	Quoc-Khanh Do and Alexandre Allauzen and François Yvon	http://www.mt-archive.info/10/IWSLT-2014-Do.pdf			192-199	
Extracting translation pairs from social network content	Matthias Eck and Yuri Zemlyanskiy and Joy Zhang and Alex Waibel	http://www.mt-archive.info/10/IWSLT-2014-Eck.pdf			200-205	
An exploration of segmentation strategies in stream decoding	Andrew Finch and Xiaolin Wang and Eiichiro Sumita	http://www.mt-archive.info/10/IWSLT-2014-Finch.pdf			206-213	
Incremental development of statistical machine translation systems	Li Gong and Aurélien Max and François Yvon	http://www.mt-archive.info/10/IWSLT-2014-Gong.pdf			214-222	
Lexical translation model using a deep neural network architecture	Thanh-Le Ha and Jan Niehues and Alex Waibel	http://www.mt-archive.info/10/IWSLT-2014-Ha.pdf			223-229	
Anticipatory translation model adaptation for bilingual conversations	Sanjika Hewavitharana and Dennis Mehay and Sankaranarayanan Ananthakrishnan and Rohit Kumar and John Makhoul	http://www.mt-archive.info/10/IWSLT-2014-Hewavitharana.pdf			230-235	
Offline extraction of overlapping phrases for hierarchical phrase-based translation	Sariya Karimova and Patrick Simianer and Stefan Riezler	http://www.mt-archive.info/10/IWSLT-2014-Karimova.pdf			236-243	
Translations of the Callhome Egyptian Arabic corpus for conversational speech translation	Gaurav Kumar and Yuan Cao and Ryan Cotterell and Chris Callison-Burch and Daniel Povey and Sanjeev Khudanpur	http://www.mt-archive.info/10/IWSLT-2014-Kumar.pdf			244-248	
Improving in-domain data selection for small in-domain sets	Mohammed Mediani and Joshua Winebarger and Alexander Waibel	http://www.mt-archive.info/10/IWSLT-2014-Mediani.pdf			249-256	
Multilingual deep bottle neck features: a study on language selection and training techniques	Markus Müller and Sebastian Stüker and Zaid Sheikh and Florian Metze and Alex Waibel	http://www.mt-archive.info/10/IWSLT-2014-Muller.pdf			257-264	
The NAIST-NTT TED talk treebank	Graham Neubig and Katsuhiro Sudoh and Yusuke Oda and Kevin Duh and Hajime Tsukuda and Masaaki Nagata	http://www.mt-archive.info/10/IWSLT-2014-Neubig.pdf			265-270	
Better punctuation prediction with hierarchical phrase-based translation	Stephan Peitz and Markus Freitag and Hermann Ney	http://www.mt-archive.info/10/IWSLT-2014-Peitz.pdf			271-278	
Rule-based preordering on multiple syntactic levels in statistical machine translation	Ge Wu and Yuqi Zhang and Alexander Waibel	http://www.mt-archive.info/10/IWSLT-2014-Wu.pdf			279-286	
