Title	Authors	Pdf	Presentation	Volume_Name	Raw_webtext
Online multi-user adaptive statistical machine translation	Prashant Mathur and Mauro Cettolo and Marcello Federico and José G.C.de Souza	http://www.mt-archive.info/10/AMTA-2014-Mathur.pdf		Vol.1: MT Researchers Track	Online multi-user adaptive statistical machine translation
The repetition rate of text as a predictor of the effectiveness of machine translation adaptation	Mauro Cettolo and Nicola Bertoldi and Marcello Federico	http://www.mt-archive.info/10/AMTA-2014-Cettolo.pdf		Vol.1: MT Researchers Track	The repetition rate of text as a predictor of the effectiveness of machine translation adaptation
Expanding machine translation training data with an out-of-domain corpus using language modeling based vocabulary saturation	Burak Aydın and Arzucan Özgür	http://www.mt-archive.info/10/AMTA-2014-Aydin.pdf		Vol.1: MT Researchers Track	Expanding machine translation training data with an out-of-domain corpus using language modeling based vocabulary saturation
Comparison of data selection techniques for the translation of video lectures	Joern Wuebker and Hermann Ney and Adrià Martínez-Villaronga and Adrià Giménez and Alfons Juan and Christophe Servan and Marc Dymetman and Shachar Mirkin	http://www.mt-archive.info/10/AMTA-2014-Wuebker.pdf		Vol.1: MT Researchers Track	Comparison of data selection techniques for the translation of video lectures
Review and analysis of China workshop on machine translation 2013 evaluation	Sitong Yang and Heng Yu and Hongmei Zhao and Qun Liu and Yajuan Lü	http://www.mt-archive.info/10/AMTA-2014-Yang.pdf		Vol.1: MT Researchers Track	Review and analysis of China workshop on machine translation 2013 evaluation
Combining techniques from different NN-based language models for machine translation	Jan Niehues and Alexander Allauzen and François Yvon and Alex Waibel	http://www.mt-archive.info/10/AMTA-2014-Niehues.pdf		Vol.1: MT Researchers Track	Combining techniques from different NN-based language models for machine translation
Japanese-to-English patent translation system based on domain-adapted word segmentation and post-ordering	Katsuhito Sudoh and Masaaki Nagata and Shinsuke Mori and Tatsuya Kawahara	http://www.mt-archive.info/10/AMTA-2014-Sudoh.pdf		Vol.1: MT Researchers Track	Japanese-to-English patent translation system based on domain-adapted word segmentation and post-ordering
A discriminative framework of integrating translation memory features into SMT	Liangyou Li and Andy Way and Qun Liu	http://www.mt-archive.info/10/AMTA-2014-Li.pdf		Vol.1: MT Researchers Track	A discriminative framework of integrating translation memory features into SMT
Assessing the impact of speech recognition errors on machine translation quality	Nicholas Ruiz and Marcello Federico	http://www.mt-archive.info/10/AMTA-2014-Ruiz.pdf		Vol.1: MT Researchers Track	Assessing the impact of speech recognition errors on machine translation quality
Using noun class information to model selectional preferences for translating prepositions in SMT	Marion Weller and Sabine Schulte im Walde and Alexander Fraser	http://www.mt-archive.info/10/AMTA-2014-Weller.pdf		Vol.1: MT Researchers Track	Using noun class information to model selectional preferences for translating prepositions in SMT
Predicting human translation quality	Lucia Specia and Kashif Shah	http://www.mt-archive.info/10/AMTA-2014-Specia.pdf		Vol.1: MT Researchers Track	Predicting human translation quality
Data selection for compact adapted SMT models	Shachar Mirkin and Laurent Besacier	http://www.mt-archive.info/10/AMTA-2014-Mirkin.pdf		Vol.1: MT Researchers Track	Data selection for compact adapted SMT models
Pivot-based triangulation for low-resource languages	Rohit Dholakia and Anoop Sarkar	http://www.mt-archive.info/10/AMTA-2014-Dholakia.pdf		Vol.1: MT Researchers Track	Pivot-based triangulation for low-resource languages
An Arabizi-English social media statistical machine translation system	Jonathan May and Yassine Benjira and Abdessamad Echihabi	http://www.mt-archive.info/10/AMTA-2014-May.pdf		Vol.1: MT Researchers Track	An Arabizi-English social media statistical machine translation system
Automatic dialect classification for statistical machine translation	Saab Mansour and Yaser Al-Onaizan and Graeme Blackwood and Christoph Tillmann	http://www.mt-archive.info/10/AMTA-2014-Mansour.pdf		Vol.1: MT Researchers Track	Automatic dialect classification for statistical machine translation
A tunable language model for statistical machine translation	Junfei Guo and Juan Liu and Qi Han and Andreas Maletti	http://www.mt-archive.info/10/AMTA-2014-Guo.pdf		Vol.1: MT Researchers Track	A tunable language model for statistical machine translation
Linguistic QA for MT of user-generated content at eBay	Jose Sanchez and Tanya Badeka	http://www.mt-archive.info/10/AMTA-2014-eBay.pdf		Vol.2: MT Users Track	Linguistic QA for MT of user-generated content at eBay
Reducing time and tedium with translation technology	Scott Gaskill	http://www.mt-archive.info/10/AMTA-2014-Sovee.pdf		Vol.2: MT Users Track	Reducing time and tedium with translation technology: the six-pound challenge
Machine translation for global e-commerce on eBay	Jyoti Guha and Carmen Heger	http://www.mt-archive.info/10/AMTA-2014-Guha.pdf		Vol.2: MT Users Track	Machine translation for global e-commerce on eBay
When to choose SMT: typology of documents	François Lanctôt	http://www.mt-archive.info/10/AMTA-2014-Lanctot.pdf		Vol.2: MT Users Track	When to choose SMT: typology of documents
Machine translation and post-editing for user generated content: an LSP perspective	Elaine O’Curran	http://www.mt-archive.info/10/AMTA-2014-OCurran.pdf		Vol.2: MT Users Track	Machine translation and post-editing for user generated content: an LSP perspective
Challenges of machine translation for user generated content: queries from Brazilian users	Silvio Picinini	http://www.mt-archive.info/10/AMTA-2014-Picinini.pdf		Vol.2: MT Users Track	Challenges of machine translation for user generated content: queries from Brazilian users
Real-world challenges in application of MT for localization: the Baltic case	Mārcis Pinnis and Raivis Skadiņš and Andrejs Vasiļjevs	http://www.mt-archive.info/10/AMTA-2014-Pinnis.pdf		Vol.2: MT Users Track	Real-world challenges in application of MT for localization: the Baltic case
Machine translation is not one size fits all	Lori Thicke	http://www.mt-archive.info/10/AMTA-2014-Thicke.pdf		Vol.2: MT Users Track	Machine translation is not one size fits all      
From the lab to the market: commercialising MT research	John Tinsley	http://www.mt-archive.info/10/AMTA-2014-Tinsley.pdf		Vol.2: MT Users Track	From the lab to the market: commercialising MT research
Tools-driven content curation and engine tuning	Alex Yanishevsky	http://www.mt-archive.info/10/AMTA-2014-Yanishevsky.pdf		Vol.2: MT Users Track	Tools-driven content curation and engine tuning
Term translation central: up-to-date MT without frequent retraining	Ventsislav Zhechev	http://www.mt-archive.info/10/AMTA-2014-Zhechev.pdf		Vol.2: MT Users Track	Term translation central: up-to-date MT without frequent retraining
Translation technology in action: a US government use case	Vanesa Jurica	http://www.mt-archive.info/10/AMTA-2014-Jurica.pdf		Vol.2: MT Users Track	Translation technology in action: a US government use case
Machine translation for e-government – the Baltic case	Andrejs Vasiļjevs and Rihards Kalniņš and Mārcis Pinnis and Raivis Skadiņš	http://www.mt-archive.info/10/AMTA-2014-Vasiljevs.pdf		Vol.2: MT Users Track	Machine translation for e-government – the Baltic case
Panel: Inserting CAT tools into a government LSP environment	Tanya Helmen and Vanesa Jurica and Danielle Silverman and Elizabeth Richerson	http://www.mt-archive.info/10/AMTA-2014-gov.pdf		Vol.2: MT Users Track	Panel: Inserting CAT tools into a government LSP environment
A novel use of MT in the development of a text level analytic for language learning	Carol Van Ess-Dykema and Salim Roukos and Amy Weinberg	http://www.mt-archive.info/10/AMTA-2014-VanEss-Dykema.pdf		Vol.2: MT Users Track	A novel use of MT in the development of a text level analytic for language learning
Technology showcase guide	Jennifer DeCamppp	http://www.mt-archive.info/10/AMTA-2014-showcase.pdf		Vol.2: MT Users Track	Technology showcase guide
Handling entities in MT/CAT/HLT	Keith Miller and Linda Moreau and Sherri Condon.. slides	http://www.mt-archive.info/10/AMTA-2014-Miller.pdf		                                  Tutorials	Handling entities in MT/CAT/HLT
Interaction design for MT interfaces	Patricia O’Neill-Brown slides	http://www.mt-archive.info/10/AMTA-2014-ONeill-Brown.pdf		                                  Tutorials	Interaction design for MT interfaces
MateCat: an open source CAT tool for MT post-editing	Marcello Federico and Nicola Bertoldi and Marco Trombetti and Alessandro Cattelan slides	http://www.mt-archive.info/10/AMTA-2014-Federico.pdf		                                  Tutorials	MateCat: an open source CAT tool for MT post-editing
Working with MateCat: user manual and installation guide	Statistical machine translation with the Moses toolkit	http://www.mt-archive.info/10/AMTA-2014-MateCat.pdf		                                  Tutorials	Working with MateCat: user manual and installation guide…………..75 slides
Statistical machine translation with the Moses toolkit	Hieu Hoang and Matthias Huck and Philipp Koehn slides	http://www.mt-archive.info/10/AMTA-2014-Hoang.pdf		                                  Tutorials	Statistical machine translation with the Moses toolkit
Integrating online and active learning in a computer-assisted translation workbench	Vicent Alabau and Jesús González-Rubio and Daniel Ortiz-Martínez and Germán Sanchis-Trilles and Francisco Casacuberta and Mercedes García-Martínez and Bartolomé Mesa-Lao and Dan Cheung Petersen and Barbara Dragsted and Michael Carl	http://www.mt-archive.info/10/AMTA-2014-W1-Alabau.pdf		Workshop on interactive and adaptive machine translation	Integrating online and active learning in a computer-assisted translation workbench
Towards a combination of online and multitask learning for MT quality estimation: a preliminary study	José G.C. de Souza and Marco Turchi and Matteo Negri	http://www.mt-archive.info/10/AMTA-2014-W1-deSouza.pdf		Workshop on interactive and adaptive machine translation	Towards a combination of online and multitask learning for MT quality estimation: a preliminary study
Dynamic phrase tables for machine translation in an interactive post-editing scenario	Ulrich Germann	http://www.mt-archive.info/10/AMTA-2014-W1-Germann.pdf		Workshop on interactive and adaptive machine translation	Dynamic phrase tables for machine translation in an interactive post-editing scenario
Optimized MT online learning in computer assisted translation	Prashant Mathur and Mauro Cettolo	http://www.mt-archive.info/10/AMTA-2014-W1-Mathur.pdf		Workshop on interactive and adaptive machine translation	Optimized MT online learning in computer assisted translation
Behind the scenes in an interactive speech translation system	Mark Seligman and Mike Dillinger	http://www.mt-archive.info/10/AMTA-2014-W1-Seligman.pdf		Workshop on interactive and adaptive machine translation	Behind the scenes in an interactive speech translation system
Predicting post-editor profiles from the translation process	Karan Singla and David Orrego-Carmona and Ashleigh Rhea Gonzales and Michael Carl and Srinivas Bangalore	http://www.mt-archive.info/10/AMTA-2014-W1-Singla.pdf		Workshop on interactive and adaptive machine translation	Predicting post-editor profiles from the translation process
MT post-editing into the mother tongue of into a foreign language? Spanish-to-English MT translation output post-edited by translation trainees	Pilar Sánchez-Gijón and Olga Torres-Hostench	http://www.mt-archive.info/10/AMTA-2014-W2-Sanchez-Gijon.pdf		Third workshop on post-editing technology and practice (WPTP-3)	MT post-editing into the mother tongue of into a foreign language?  Spanish-to-English MT translation output post-edited by translation trainees
Comparison of post-editing productivity between professional translators and lay users	Nora Aranberri and Gorka Labaka and Arantza Diaz de Ilarraza and Kepa Sarasola	http://www.mt-archive.info/10/AMTA-2014-W2-Aranberri.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Comparison of post-editing productivity between professional translators and lay users
Monolingual post-editing by a domain expert is highly effective for translation triage	Lane Schwartz	http://www.mt-archive.info/10/AMTA-2014-W2-Schwartz.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Monolingual post-editing by a domain expert is highly effective for translation triage
Perceived vs. measured performance in the post-editing of suggestions from machine translation and translation memories	Carlos S.C. Teixeira	http://www.mt-archive.info/10/AMTA-2014-W2-Teixeira.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Perceived vs. measured performance in the post-editing of suggestions from machine translation and translation memories
Perception vs. reality: measuring machine translation post-editing productivity	Federico Gaspari and Antonio Toral and Sudip Kumar Naskar and Declan Groves and Andy Way	http://www.mt-archive.info/10/AMTA-2014-W2-Gaspari.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Perception vs. reality: measuring machine translation post-editing productivity
Cognitive demand and cognitive effort in post-editing	Isabel Lacruz and Michael Denkowski and Alon Lavie	http://www.mt-archive.info/10/AMTA-2014-W2-Lacruz.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Cognitive demand and cognitive effort in post-editing
Vocabulary accuracy of statistical machine translation in the legal context	Jeffrey Killman	http://www.mt-archive.info/10/AMTA-2014-W2-Killman.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Vocabulary accuracy of statistical machine translation in the legal context
Towards desktop-based CAT tool instrumentation	John Moran and Christian Saam and Dave Lewis	http://www.mt-archive.info/10/AMTA-2014-W2-Moran.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Towards desktop-based CAT tool instrumentation
Translation quality in post-edited versus human-translated segments: a case study	Elaine O’Curran	http://www.mt-archive.info/10/AMTA-2014-W2-OCurran.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Translation quality in post-edited versus human-translated segments: a case study
TAUS post-editing course	Attila Görög	http://www.mt-archive.info/10/AMTA-2014-W2-Gorog.pdf		Third workshop on post-editing technology and practice (WPTP-3)	TAUS post-editing course
TAUS post-editing productivity tool	Attila Görög	http://www.mt-archive.info/10/AMTA-2014-W2-Gorog.pdf		Third workshop on post-editing technology and practice (WPTP-3)	TAUS post-editing productivity tool
QuEst: A framework for translation quality estimation	Lucia Specia and Kashif Shah	http://www.mt-archive.info/10/AMTA-2014-W2-Specia.pdf		Third workshop on post-editing technology and practice (WPTP-3)	QuEst: A framework for translation quality estimation
An open source desktop post-editing tool	Lane Schwartz	http://www.mt-archive.info/10/AMTA-2014-W2-Schwartz-2.pdf		Third workshop on post-editing technology and practice (WPTP-3)	An open source desktop post-editing tool
Real time adaptive machine translation: cdec and TransCenter	Michael Denkowski and Alon Lavie and Isabel Lacruz and Chris Dyer	http://www.mt-archive.info/10/AMTA-2014-W2-Denkowski.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Real time adaptive machine translation: cdec and TransCenter
Post-editing user interface using visualization of a sentence structure	Yudai Kishimoto and Toshiaki Nakazawa and Daisuke Kawahara and Sadao Kurohashi	http://www.mt-archive.info/10/AMTA-2014-W2-Kishimoto.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Post-editing user interface using visualization of a sentence structure
Kanjingo: a mobile app for post-editing	Sharon O’Brien and Joss Moorkens and Joris Vreeke	http://www.mt-archive.info/10/AMTA-2014-W2-OBrien.pdf		Third workshop on post-editing technology and practice (WPTP-3)	Kanjingo: a mobile app for post-editing
