Title	Authors	Pdf	Presentation	Volume_Name
Automatic dialect classification for statistical machine translation	Saab Mansour and Yaser Al-Onaizan and Graeme Blackwood and Christoph Tillmann	http://www.mt-archive.info/10/AMTA-2014-Mansour.pdf		Vol.1: MT Researchers Track
A tunable language model for statistical machine translation	Junfei Guo and Juan Liu and Qi Han and Andreas Maletti	http://www.mt-archive.info/10/AMTA-2014-Guo.pdf		Vol.1: MT Researchers Track
Linguistic QA for MT of user-generated content at eBay	Jose Sanchez and Tanya Badeka		http://www.mt-archive.info/10/AMTA-2014-eBay.pdf	Vol.2: MT Users Track: Commercial MT users
Reducing time and tedium with translation technology: the six-pound challenge	Scott Gaskill		http://www.mt-archive.info/10/AMTA-2014-Sovee.pdf	Vol.2: MT Users Track: Commercial MT users
Machine translation for global e-commerce on eBay	Jyoti Guha and Carmen Heger		http://www.mt-archive.info/10/AMTA-2014-Guha.pdf	Vol.2: MT Users Track: Commercial MT users
When to choose SMT: typology of documents	François Lanctôt		http://www.mt-archive.info/10/AMTA-2014-Lanctot.pdf	Vol.2: MT Users Track: Commercial MT users
Machine translation and post-editing for user generated content: an LSP perspective	Elaine O’Curran		http://www.mt-archive.info/10/AMTA-2014-OCurran.pdf	Vol.2: MT Users Track: Commercial MT users
Challenges of machine translation for user generated content: queries from Brazilian users	Silvio Picinini		http://www.mt-archive.info/10/AMTA-2014-Picinini.pdf	Vol.2: MT Users Track: Commercial MT users
Real-world challenges in application of MT for localization: the Baltic case	Mārcis Pinnis and Raivis Skadiņš and Andrejs Vasiļjevs		http://www.mt-archive.info/10/AMTA-2014-Pinnis.pdf	Vol.2: MT Users Track: Commercial MT users
Machine translation is not one size fits all	Lori Thicke		http://www.mt-archive.info/10/AMTA-2014-Thicke.pdf	Vol.2: MT Users Track: Commercial MT users
From the lab to the market: commercialising MT research	John Tinsley		http://www.mt-archive.info/10/AMTA-2014-Tinsley.pdf	Vol.2: MT Users Track: Commercial MT users
Tools-driven content curation and engine tuning	Alex Yanishevsky		http://www.mt-archive.info/10/AMTA-2014-Yanishevsky.pdf	Vol.2: MT Users Track: Commercial MT users
Term translation central: up-to-date MT without frequent retraining	Ventsislav Zhechev		http://www.mt-archive.info/10/AMTA-2014-Zhechev.pdf	Vol.2: MT Users Track: Commercial MT users
Translation technology in action: a US government use case	Vanesa Jurica		http://www.mt-archive.info/10/AMTA-2014-Jurica.pdf	Vol.2: MT Users Track: Government MT users
Machine translation for e-government – the Baltic case	Andrejs Vasiļjevs and Rihards Kalniņš and Mārcis Pinnis and Raivis Skadiņš		http://www.mt-archive.info/10/AMTA-2014-Vasiljevs.pdf	Vol.2: MT Users Track: Government MT users
Panel: Inserting CAT tools into a government LSP environment	Tanya Helmen and Vanesa Jurica and Danielle Silverman and Elizabeth Richerson		http://www.mt-archive.info/10/AMTA-2014-gov.pdf	Vol.2: MT Users Track: Government MT users
A novel use of MT in the development of a text level analytic for language learning	Carol Van Ess-Dykema and Salim Roukos and Amy Weinberg		http://www.mt-archive.info/10/AMTA-2014-VanEss-Dykema.pdf	Vol.2: MT Users Track: Government MT users
Technology showcase guide	Jennifer DeCamppp		http://www.mt-archive.info/10/AMTA-2014-showcase.pdf	Vol.2: MT Users Track: Government MT users
Handling entities in MT/CAT/HLT	Keith Miller and Linda Moreau and Sherri Condon		http://www.mt-archive.info/10/AMTA-2014-Miller.pdf	Tutorials
Interaction design for MT interfaces	Patricia O’Neill-Brown		http://www.mt-archive.info/10/AMTA-2014-ONeill-Brown.pdf	Tutorials
MateCat: an open source CAT tool for MT post-editing	Marcello Federico and Nicola Bertoldi and Marco Trombetti and Alessandro Cattelan 		http://www.mt-archive.info/10/AMTA-2014-Federico.pdf	Tutorials
Working with MateCat: user manual and installation guide	Statistical machine translation with the Moses toolkit		http://www.mt-archive.info/10/AMTA-2014-MateCat.pdf	Tutorials
Statistical machine translation with the Moses toolkit	Hieu Hoang and Matthias Huck and Philipp Koehn 		http://www.mt-archive.info/10/AMTA-2014-Hoang.pdf	Tutorials
